,tract_block,lattitude,longitude
55,8349002013,41.77869839991889,-87.65499750020636
56,7110001001,41.74240018167388,-87.64955327278113
57,6811002008,41.76745737494825,-87.64657237473894
58,6811004001,41.77158970000871,-87.64919890004053
59,8349002003,41.77934385706932,-87.65755576177055
60,6708002023,41.78091687499348,-87.66285349995297
61,6303002028,41.79592409100207,-87.7096382724032
62,6304004015,41.798226999869,-87.7009919999074
63,8342004000,41.75835366678099,-87.58658539994828
64,4304004002,41.76007089988327,-87.58807240009455
65,8346004027,41.78990890463859,-87.63219309534458
66,8346004040,41.78884788862561,-87.62877777784641
67,6904002012,41.768212000057396,-87.61777979981858
68,6904002019,41.76655400015666,-87.61711975013559
69,8430002001,41.868228499951265,-87.72460112482095
70,8314002059,41.87211846153463,-87.75928153828926
71,8314002049,41.86573023055228,-87.77352907700714
72,2606002008,41.875818071409064,-87.73393892842259
73,2522025004,41.87542476934301,-87.74543384633915
74,2519001015,41.88062253855256,-87.75953807693742
75,2718001015,41.87063730759446,-87.69965696140913
76,8429004096,41.86011224989972,-87.67484206249155
77,8429004109,41.86432706250165,-87.67986412483853
78,8429001007,41.86129161536454,-87.66254207680338
79,3406001026,41.82515075009214,-87.63114732140835
80,8355001018,41.81825954553106,-87.62959986363666
81,8370001001,41.879082922924866,-87.69789876910741
82,8382002004,41.87362959997087,-87.66939359993529
83,8382002015,41.87040064699243,-87.66928541175797
84,8380002027,41.87518338894818,-87.68025411109213
85,8410001067,41.84748967999382,-87.62662175999692
86,3301003016,41.860452578904656,-87.62178142094986
87,2819003001,41.881273333471306,-87.63928955568824
88,8316002003,41.92794276461073,-87.80021523510906
89,8316002006,41.926221636550665,-87.7979702727937
90,1006003031,41.97566271402745,-87.80365085707659
91,1006003038,41.97651681830193,-87.8036654546277
92,1007004021,41.970792647048455,-87.80180670581967
93,5203004009,41.69992328569846,-87.54284292863566
94,5202002011,41.71106663636982,-87.53623045476446
95,5202003029,41.7142142142009,-87.53737714287358
96,8339002027,41.7304326429699,-87.54216285713825
97,8339002001,41.73055872224902,-87.54089077776497
98,5201001006,41.72792878576882,-87.54023271431842
99,8339001000,41.73306159996125,-87.53946607989631
100,4604003007,41.743329375015875,-87.56333925015723
101,4604003004,41.7418886665634,-87.5621772222348
102,4604002014,41.74475500005255,-87.56315009979735
103,4106001010,41.79885627288788,-87.59689000004782
104,1708002010,41.94372644459677,-87.81402199989293
105,1708003014,41.940542736912434,-87.81599978953223
106,1704001018,41.949696307604874,-87.81174884596018
107,1005005006,41.97577200007566,-87.82884994133306
108,1005005034,41.97724656242065,-87.83063325018226
109,1005005016,41.97871791682196,-87.82903175008313
110,1006004026,41.980944538410164,-87.80519176924517
111,1003001025,41.98388756237315,-87.80492762501363
112,1003001022,41.98557710250138,-87.80490674357586
113,4305002003,41.76470709113434,-87.5820744544145
114,2801002015,41.882653791860534,-87.64575499991628
115,8330001064,41.88230657892902,-87.65395889463475
116,902001017,42.007831750007895,-87.80808900018208
117,1001003013,41.98515399991132,-87.77893955560847
118,1104001033,41.9719379024084,-87.76705736596625
119,1002003003,41.99290709093444,-87.79082427271501
120,2513005008,41.89864646169876,-87.77349130772808
121,1911005014,41.92133953858893,-87.75451315380776
122,2502001012,41.913407153941804,-87.75453969228823
123,1911002014,41.9150381051886,-87.74905321044434
124,1911003009,41.91717720001,-87.75043966666769
125,2503001022,41.912175749884334,-87.75668574996756
126,2507001012,41.90658824993403,-87.75931524994292
127,2505003005,41.911792909142505,-87.7982617273255
128,2504004013,41.909438937381026,-87.7769633750989
129,2505002019,41.910325555549136,-87.79142355541177
130,1906011004,41.93077599976119,-87.78390866658306
131,8315001025,41.933585833554496,-87.78719125002311
132,1913011037,41.921144933216624,-87.77736433335573
133,1505013018,41.96141649982418,-87.78415740037892
134,1505013003,41.96338900013566,-87.77931700012869
135,1710002013,41.938932000006105,-87.79098525529491
136,1503005007,41.9582043335331,-87.7668310833297
137,1507001004,41.9521395455623,-87.75845390906183
138,1904021029,41.93571100008513,-87.76977872716243
139,2504002009,41.91153539998012,-87.76891590001055
140,901002022,42.01293522233938,-87.80764633338329
141,1105012005,41.97816905870982,-87.76828235299111
142,1105022017,41.97058386368706,-87.75975906809731
143,1001005015,41.98895388892505,-87.78493333326645
144,1801002002,41.933568545642274,-87.79284100009248
145,1913011014,41.92241015802595,-87.77629468435589
146,1906013002,41.92970166664227,-87.77808488915895
147,1904012036,41.93128446167176,-87.78153561541687
148,1103004005,41.97312481840083,-87.7828532727457
149,1505021012,41.9580394165737,-87.78034758314824
150,1801001012,41.9370341251522,-87.7953806247956
151,604001006,41.95332840000805,-87.66697959993593
152,1506004014,41.94962245453339,-87.77554036371413
153,8315001015,41.93717041666292,-87.7860932500575
154,1006004053,41.97928500001061,-87.79612113047024
155,1006002018,41.97767914276534,-87.79596935713933
156,1002005011,41.99647642859844,-87.80538228571666
157,902003021,41.999780384588135,-87.81264938466987
158,1002005022,41.992499777630805,-87.7999146666379
159,1904022007,41.933867636276496,-87.77093490919842
160,1908004003,41.92804675009005,-87.75263383339022
161,2502001009,41.912744200050824,-87.75246030025201
162,2503002017,41.90977963630894,-87.75631418198296
163,2502001017,41.91203819983315,-87.75465050024306
164,1508004005,41.94948091667065,-87.7557384999679
165,1503003006,41.95801900020549,-87.76088890900975
166,1508005005,41.95218708338549,-87.75582524991448
167,1102002008,41.98120300005866,-87.77963890916173
168,2505004007,41.913487545410625,-87.79513145456349
169,2504005003,41.91185436363401,-87.77991945485572
170,2504005011,41.91219188461136,-87.78393769216389
171,2505002011,41.91185054547737,-87.79338663651237
172,6502001006,41.78478799991395,-87.72387077760702
173,2505002007,41.91181175009253,-87.7909142498376
174,1912001019,41.919397749925956,-87.75753233352832
175,2503003003,41.91207766662458,-87.76157399984659
176,2507004007,41.906530833285366,-87.76481758319854
177,1904022015,41.933798727335265,-87.77579072740167
178,1906023011,41.92774840011423,-87.77155313360753
179,1504012010,41.96261066674082,-87.76905299993216
180,1503007016,41.964796500187695,-87.76352141673465
181,1504023031,41.95756718199669,-87.77421590910807
182,1504021017,41.95340992320315,-87.76879892307988
183,1507004002,41.952428272786705,-87.76531400000373
184,1002006000,42.00042118739483,-87.80073443753506
185,2306002002,41.905199285710125,-87.72997371418133
186,2306003019,41.90545069983125,-87.73068669993788
187,2306004004,41.909088624964,-87.73315574997764
188,1611002004,41.950176350158166,-87.74073345012974
189,1203003002,41.98728881803559,-87.73986218164222
190,1302001022,41.983483888694224,-87.72940966675856
191,1302001010,41.98407127985248,-87.73303847983041
192,1603003003,41.95824533333631,-87.73370911110409
193,1602003001,41.95989776921173,-87.735306153794
194,1302001014,41.98184273816288,-87.74178947614709
195,1403021009,41.970397000044585,-87.72540011082317
196,1404002009,41.97082463628936,-87.73400190898342
197,8318005027,41.97358412485947,-87.71897391651304
198,8318004015,41.97393430779691,-87.71619138474503
199,1610001010,41.950800636231506,-87.73203663616836
200,1610002006,41.948902083353865,-87.73346725003209
201,1603001009,41.956332421172256,-87.72844463148681
202,1602001001,41.963601999911326,-87.73499160013463
203,1602001002,41.9625048945968,-87.7335345790266
204,1404005010,41.97039213551885,-87.74766001692527
205,1404005005,41.973908249841806,-87.74668556256302
206,1602004027,41.953723214306955,-87.74115414283732
207,2222002013,41.9142355000019,-87.68584662484469
208,1602004022,41.95548535293082,-87.73746417647709
209,1602003009,41.95433625002014,-87.73468529164522
210,1602004000,41.959770320071605,-87.7391907200436
211,1601001021,41.96195906252268,-87.73920462491886
212,1404005035,41.9690808459466,-87.74211453859013
213,2315006007,41.89434099995117,-87.72381457122707
214,8421005001,41.89813499994999,-87.72711000007546
215,8421005005,41.89809683325257,-87.72956174999513
216,2306001009,41.90853146144044,-87.72879199993828
217,2306001003,41.90963628572289,-87.72709835723563
218,3501002003,41.84377633328488,-87.61104473321845
219,706002004,41.92836530005769,-87.66550469998852
220,710002003,41.92139899999203,-87.65767772715193
221,710002002,41.92141736371246,-87.6565503634571
222,624001007,41.94228525026312,-87.66550824991577
223,603002007,41.94809799987653,-87.67343177814486
224,8378001002,41.886214840056084,-87.68277920007841
225,2430002014,41.89051173344863,-87.68052813323068
226,2406001000,41.91397264280107,-87.687852428315
227,2413001014,41.90654893319485,-87.68194033344201
228,2106023013,41.933586285878,-87.7169965714542
229,2105021015,41.93207280015404,-87.71840553348423
230,8311004024,41.93939980006221,-87.71929153339146
231,2105011005,41.937836600093235,-87.71944569987936
232,2209012001,41.92021049987646,-87.71796012499208
233,2209012006,41.91838043738452,-87.71780662498426
234,8311001000,41.946343199799756,-87.70812080003897
235,715003001,41.91422050831448,-87.62555107494285
236,801005014,41.90503142862536,-87.62505714299574
237,814012004,41.89505950026189,-87.61542842306386
238,101002002,42.022683862159454,-87.67456565500187
239,103002012,42.01848145460065,-87.66747827256849
240,2432002010,41.89162123097415,-87.67026738437315
241,6502001007,41.78473185717947,-87.72445171406996
242,8310001001,41.914422571525684,-87.68059835712589
243,2222001026,41.915746944369324,-87.68372961112874
244,2405001025,41.910819906258155,-87.67950856233415
245,8423001014,41.91174829992233,-87.66338929991528
246,8423001001,41.91314935281531,-87.66167305892832
247,2402001024,41.91080349999747,-87.67074899987348
248,8423001045,41.9123909544929,-87.66616709079186
249,2435002009,41.89524257152595,-87.64985539276644
250,2435002031,41.892123090623265,-87.64889227264372
251,2801001033,41.884968787893555,-87.64625960616127
252,714002003,41.92223702374447,-87.63102721434025
253,715003006,41.9175120589487,-87.62932105886425
254,801004009,41.909853374800285,-87.62736475003027
255,801004006,41.90935785717302,-87.62653328597004
256,801003000,41.907244066562576,-87.62623499996084
257,803001002,41.907191500032354,-87.63563411126785
258,814021012,41.89093003122626,-87.6126069999866
259,813004004,41.89763052932933,-87.61750294116067
260,101002007,42.021778333255426,-87.67282222247223
261,101002012,42.020286545528236,-87.67120327250701
262,2302001006,41.91267461548398,-87.7113427693529
263,202002013,42.01238499992116,-87.69396599991103
264,402022000,41.97719039125498,-87.69027456535646
265,321005001,41.95616830775451,-87.65284464095183
266,608001002,41.952000349957174,-87.64881535015363
267,2106022002,41.93545664294356,-87.71193392863033
268,2315001005,41.89281273346748,-87.71221886668494
269,2308001003,41.909307000027155,-87.71563976908288
270,8366001005,41.898882368394986,-87.70915852627186
271,8366002007,41.90119379992515,-87.70906468008883
272,2101001022,41.93961753845202,-87.69677199977016
273,2109001041,41.9347866152661,-87.69552661526141
274,717002007,41.911129285735875,-87.63928642858816
275,2827002007,41.874374666755706,-87.6903825000632
276,8383002001,41.90284179412619,-87.63692532362026
277,812012010,41.89707279993836,-87.62757893330753
278,815002011,41.89281970588378,-87.62613382338239
279,815002012,41.89209988887754,-87.62614033329045
280,816001011,41.888176200136876,-87.62875903991603
281,8391001020,41.88667233332683,-87.62859244441958
282,3201002027,41.88481526654912,-87.6247972000789
283,3204001012,41.880074999805004,-87.62587382357745
284,3201001019,41.883082899865634,-87.62496680008832
285,102012017,42.018173600054716,-87.68099049990892
286,102011008,42.01302299990105,-87.6829557501058
287,508001020,41.94437571433843,-87.68120728579389
288,511001001,41.94293279985918,-87.68025990016392
289,514001005,41.938830749866646,-87.67857599979494
290,8381002018,41.88074199993411,-87.67224164297271
291,8330002012,41.8881133199508,-87.65781351995253
292,2433002028,41.889740307738734,-87.66243146142777
293,2434003002,41.89295879995364,-87.66209560012139
294,2434001022,41.89524328576222,-87.66153214273221
295,2420001006,41.89929121421288,-87.6670370713611
296,2415002015,41.906453125034496,-87.66825262497989
297,2435001010,41.89298578250342,-87.6570216522679
298,8330001019,41.886165408945644,-87.65045986368385
299,8396001007,41.82577527782005,-87.616920111174
300,8364003001,41.82224793749113,-87.60530293764334
301,3902001002,41.81398039998392,-87.59731750008805
302,8330002030,41.88504940897074,-87.66357031808094
303,8381002010,41.88067760017845,-87.6704523599987
304,2434003016,41.88951485706281,-87.66058982140729
305,8423001091,41.896941454544226,-87.65977145455597
306,2434002008,41.891976000022396,-87.65882486965937
307,8396001006,41.82466976937359,-87.61713492311551
308,8359002000,41.823127199846866,-87.61696639980256
309,3801001005,41.82181823799652,-87.60850166660272
310,4101002007,41.800653285932704,-87.58631980960847
311,2827002022,41.87279199993291,-87.68849387501702
312,8330002042,41.88638569231469,-87.65761861543099
313,8330001017,41.88636846663118,-87.65260039998387
314,8330001037,41.88498599994009,-87.65231533336504
315,8370002017,41.8793897500884,-87.69788399990398
316,8370001000,41.878813375105864,-87.69646556233931
317,2431002004,41.892114333295815,-87.67552449984449
318,2804001010,41.886983846145704,-87.67579699991188
319,2804001006,41.887577999971946,-87.67059263635359
320,2912001000,41.866019500007624,-87.71145685703637
321,8415001000,41.86613524986818,-87.70632083320497
322,2507003005,41.90326590885855,-87.76434318172386
323,2421002000,41.90310086683509,-87.6705240665803
324,2507002009,41.90360312494484,-87.75604181253306
325,8313001036,41.903023800117005,-87.74772079996771
326,2433002000,41.8940919999439,-87.66317000013161
327,2434001011,41.895953833140105,-87.66189666644668
328,8374002028,41.872177833282684,-87.6944681666918
329,8374002035,41.8713022001868,-87.6944203998926
330,8374002017,41.87439321063465,-87.69477157912418
331,8374002021,41.874321615313434,-87.69192300006097
332,2827002016,41.874036444612706,-87.6894611111551
333,2827002008,41.87443183336145,-87.68983433310363
334,8429004013,41.866373538405256,-87.67999153847919
335,8429004029,41.86564085701547,-87.67725414287338
336,2428001016,41.89405455562899,-87.68853588889961
337,2428001000,41.89554441667604,-87.68791475005582
338,2429001020,41.8922178999632,-87.68551659995065
339,2428001041,41.88994833349075,-87.686909833391
340,2428001043,41.889371900075616,-87.68764230010407
341,2429002002,41.89200620007265,-87.68484966682875
342,2429002007,41.89121654537797,-87.68291918199473
343,8378001027,41.88281566655176,-87.68743853328036
344,2430001002,41.89461869221122,-87.67813846153493
345,2433002013,41.89219292307195,-87.66598361565413
346,2433002024,41.89016031587098,-87.66627036839641
347,8330002023,41.8872049166944,-87.66454750014066
348,8330002029,41.886769312712715,-87.66221556252343
349,2434003000,41.893213769129865,-87.66010438476795
350,2434002000,41.89303578935404,-87.65769663160741
351,2435001007,41.89163558838253,-87.65597870579172
352,208024001,41.997471181879654,-87.69160081810624
353,208024008,41.995158908999414,-87.69076036390052
354,207011023,41.98643272736849,-87.70510072721174
355,207012003,41.985631666413376,-87.70317199988655
356,207012013,41.985425416609225,-87.69981583343304
357,208012000,41.990172000003504,-87.69509454532846
358,208013018,41.983872684161184,-87.69859557902541
359,207012018,41.983360699797956,-87.70226120016923
360,208011019,41.98333872731987,-87.69370900011239
361,302002012,41.991264666645634,-87.66063311111884
362,301013001,41.991272499950625,-87.65707216686069
363,2210002012,41.918006333342184,-87.71435999990193
364,2228001006,41.91636142870205,-87.71650100012816
365,2206021005,41.92696009086401,-87.7096562726898
366,2206024016,41.929440000018886,-87.71337733349276
367,2206024005,41.92968391670667,-87.71252258323501
368,2206024007,41.92967692303636,-87.71432761545378
369,2106022013,41.93272466666564,-87.71534183344666
370,2206024010,41.92952122206235,-87.71610333322594
371,2207023004,41.92948799996992,-87.72298111145686
372,2207024006,41.92943057125434,-87.71899528562625
373,2105021001,41.93302307693485,-87.71989484606121
374,2105022007,41.93443520005322,-87.71892966641417
375,2105012012,41.93767019989843,-87.7210911498204
376,2105012002,41.93866305538006,-87.72379872205595
377,8311003021,41.9418102500761,-87.72506433328863
378,8311004012,41.94081285698309,-87.72413557146295
379,8311004015,41.94047020021878,-87.72208939997071
380,8311001018,41.94181594459227,-87.7159732223219
381,8311004004,41.9418787059814,-87.72021052934355
382,8311003015,41.943550166637635,-87.72394333312025
383,8311003013,41.943527416584686,-87.72516466665358
384,8311003006,41.94531518182319,-87.72358690917414
385,1609001026,41.94949923071082,-87.72116107705541
386,1608003007,41.947361230724326,-87.71546153831014
387,1608005018,41.95103316664051,-87.71135966680794
388,1608001011,41.94926663643028,-87.70932700005709
389,1607004014,41.94679577787198,-87.70679822200542
390,6503013026,41.77415946660342,-87.72288220002609
391,6502002003,41.78146044460554,-87.72509022242829
392,6501003010,41.78072888916759,-87.71900033316508
393,6501002016,41.779534000051925,-87.71424389997824
394,6501001003,41.7858928887304,-87.71668933325039
395,6501001007,41.78498333337185,-87.71666577752882
396,6501004008,41.78397780026545,-87.71922740004659
397,6502001022,41.78326757137984,-87.72301185714687
398,6502001013,41.784701285925095,-87.7281152857391
399,6203002016,41.7866386001736,-87.72641489995763
400,6204003001,41.78945600008637,-87.72169433318055
401,6203001017,41.790332250001256,-87.72470675030708
402,6203001006,41.79127000016121,-87.72433900007184
403,6203006017,41.78859259994739,-87.73626859991285
404,6203001022,41.78996854547618,-87.7276053635287
405,6203001001,41.79296662493538,-87.72405075011095
406,6201003009,41.79464257159618,-87.72054085729908
407,6201002026,41.795359090872076,-87.71519654537119
408,6309002017,41.78640327285086,-87.70875354527355
409,6309002007,41.78732671431771,-87.70980800037337
410,6309003018,41.788974999980084,-87.70981555571296
411,6309003019,41.78898266657516,-87.70936577783047
412,6604003002,41.781763777742526,-87.71179477758804
413,6604001001,41.785532000156394,-87.70433418186025
414,6309002018,41.786421714316575,-87.70673385685481
415,6309001013,41.79068950024509,-87.70499520011967
416,6309003007,41.79063033324657,-87.70741377780232
417,6308002008,41.79070020007123,-87.69888859988794
418,7109001025,41.74424283333608,-87.642872083231
419,7109001005,41.74941847057455,-87.64355547056618
420,7109002043,41.73862370010352,-87.63791200015808
421,7109002032,41.737483999884766,-87.63967462482394
422,7302022020,41.72419759983249,-87.65082660021955
423,7302022012,41.72586785730862,-87.65079321427015
424,7302015014,41.722675285860696,-87.65683957139855
425,7302022023,41.72246025004034,-87.65263937499283
426,7302022022,41.72256540003509,-87.651980099925
427,7302023025,41.72246285713047,-87.65060271428128
428,7304004001,41.72111725013678,-87.6520209999482
429,7302011011,41.724075599989696,-87.65938909992464
430,7301002005,41.72412599980012,-87.64111511137735
431,7305004002,41.72053524996419,-87.6397900833188
432,7301001016,41.72230129970226,-87.6362494000867
433,7305004008,41.71864029995409,-87.6422157001207
434,7305001017,41.71911380020661,-87.63482099970113
435,7305001019,41.71768612513446,-87.63528450002192
436,4906001015,41.71964522208629,-87.63250477769503
437,4907002004,41.709764444273674,-87.62623033362766
438,7305002023,41.7110963999548,-87.63401429973345
439,4908003034,41.711001000112425,-87.62142977798027
440,4908005015,41.708321000099176,-87.62232312486056
441,4908005017,41.70777475022363,-87.62129849977507
442,4907002019,41.7073813078385,-87.6277484617011
443,4907003034,41.708208099945715,-87.63053469996434
444,4911001010,41.70585074997366,-87.6348464998456
445,4911001009,41.70583787495286,-87.63619999984539
446,4911001014,41.704986874773546,-87.63692100008493
447,4910003001,41.70690050001119,-87.631037749744
448,5501006002,41.660606999983706,-87.54852375036954
449,5502002020,41.657783666727646,-87.555863222417
450,5502001004,41.665758222154544,-87.55706866647644
451,5502001003,41.66580239989377,-87.5582976667355
452,5401014001,41.65029223302635,-87.58385203885352
453,5502002015,41.65641299976886,-87.553492299918
454,5502002010,41.65794112487481,-87.55345387517994
455,1202004021,41.98439220005574,-87.74912506646162
456,2207022020,41.9257617778381,-87.72660822212089
457,2517001009,41.89378450007486,-87.74542320019988
458,2307004019,41.90850530013111,-87.72617059981052
459,2307003005,41.90614499989406,-87.72491299999795
460,2307003025,41.90294866656248,-87.72331366681838
461,4909022022,41.70611514283895,-87.61466414277524
462,507001013,41.94411166666337,-87.67377404450046
463,625001010,41.94069981813421,-87.67253318165282
464,8326001009,41.91126947376716,-87.65174652635041
465,8422001067,41.900778352907196,-87.64819282344503
466,8422001066,41.900099999939194,-87.64899742289546
467,8423002027,41.89477571055277,-87.64626194737627
468,2801002023,41.88374143770212,-87.64047337498344
469,406002013,41.96536476458259,-87.6859985294482
470,406003000,41.96852592291957,-87.68309907695644
471,2205001014,41.928582666454,-87.70283333361745
472,505005002,41.949554666597514,-87.68651693330291
473,8437002002,41.93875309531651,-87.68667390484049
474,8309001008,41.93186399984039,-87.68630257869772
475,713002012,41.91923469980188,-87.64219760011183
476,717001003,41.91434849987974,-87.64087060009453
477,717002005,41.91110711121141,-87.64159200015608
478,804001008,41.90822905549166,-87.63907511113216
479,8383002005,41.9000927692751,-87.63662219244988
480,818002000,41.89865993312637,-87.63507080003116
481,501002014,41.955499454444926,-87.67854100024996
482,506001018,41.950993250128896,-87.67540587503841
483,8323001027,41.91719071428862,-87.66772491422525
484,208013009,41.98421099997405,-87.69519600021763
485,407001009,41.96595529996803,-87.69045690009084
486,2435002011,41.89569555568257,-87.64859300005058
487,8365001000,41.83103743753786,-87.60249543769167
488,2431002015,41.890047739306,-87.67566526091997
489,2431001004,41.894859818337274,-87.67324618165594
490,2431001000,41.89576972761702,-87.67327363631938
491,2405001004,41.91292537057744,-87.681927111055
492,2422002005,41.89857481828729,-87.67611645453172
493,8323001036,41.91815887522461,-87.66711375003506
494,512002013,41.939759200217324,-87.67722609993183
495,711001025,41.91838081828518,-87.65039318175491
496,8326003017,41.91521281816033,-87.64934236382784
497,8422001041,41.907767249957715,-87.64430075002238
498,8391001043,41.88479327771867,-87.63315922231254
499,8391001041,41.88379652614013,-87.63170952638649
500,8391001063,41.88221384982611,-87.63150794988434
501,103003000,42.01435862962318,-87.66294188892704
502,301032005,41.994438666653224,-87.65495894444567
503,632004001,41.94051327264786,-87.63600754554565
504,207023005,41.99293539996761,-87.70283160013035
505,207021009,41.99682431598302,-87.70519331586836
506,202003005,42.01853027262123,-87.70562336360359
507,203013026,42.00616173343217,-87.70328206675663
508,402012004,41.97623119995075,-87.69859419989074
509,402023004,41.98079590013398,-87.6987411998226
510,402012014,41.97412512502557,-87.69473462506136
511,1408004008,41.96360220021862,-87.7048899999954
512,1605021001,41.95645824995518,-87.71392200014373
513,1608005001,41.95359758338444,-87.71233349997574
514,2106012003,41.93645407682793,-87.70965438459893
515,308002005,41.98093366674746,-87.66342855562611
516,311003002,41.97490866664163,-87.66796900006796
517,1607004011,41.947772599786255,-87.70442059995132
518,317001000,41.96817349992911,-87.6599436428129
519,3514001012,41.82808290475493,-87.62540066668686
520,8360001004,41.81398738473207,-87.61659623075
521,9800001014,41.99171628849524,-87.88691796151687
522,1201003036,41.99133209084473,-87.76877895457083
523,8382002044,41.867597166508645,-87.66675333306944
524,5401021028,41.66730923086987,-87.61037541026678
525,5501001089,41.65255433359396,-87.52946233338128
526,5905001000,41.83020590909442,-87.67594281811127
527,5905001013,41.82946599995212,-87.68311657171719
528,5905001007,41.830136909044576,-87.68310972753464
529,2505002000,41.911953666692526,-87.78534280014819
530,2506001001,41.90915817652784,-87.76771788236026
531,2508001009,41.908263999943706,-87.75191527284657
532,2507005005,41.908114299867904,-87.75988900005036
533,2507004002,41.908059416697434,-87.76366775009528
534,2506004010,41.90787877756624,-87.77286866648528
535,2508001013,41.90679131586588,-87.74943636812465
536,2508001019,41.90662438451177,-87.75492661531864
537,2506001015,41.90649291667861,-87.76974083337478
538,2508002002,41.90523572741802,-87.7498235455168
539,2502001018,41.91240599994799,-87.75476522240848
540,8313001002,41.9134510587848,-87.74541588237676
541,8383002012,41.89928654544221,-87.63595527262652
542,2421003001,41.89904409078929,-87.67003409096687
543,2421003005,41.898729222174595,-87.67199299982678
544,2512004015,41.89942674987346,-87.75914508299309
545,2512001010,41.898918833452974,-87.76522466656468
546,2510001015,41.89843727264308,-87.74758190898982
547,2423002011,41.89810224986683,-87.67982391669939
548,818002014,41.89772010003251,-87.63591390031354
549,2423002014,41.89782116661001,-87.68066733356534
550,2424002022,41.89654522227339,-87.68223044424505
551,2513002003,41.897686416678035,-87.76762824981863
552,2511003007,41.89620566680043,-87.7546053334573
553,2512003007,41.89601466671539,-87.76049511111802
554,2514004004,41.888688071342564,-87.7708468573104
555,2415002004,41.90812366693276,-87.67140299981031
556,2519001012,41.881382857146505,-87.75916571401736
557,2434002012,41.890487333395434,-87.65759941650084
558,2435001019,41.89051669236774,-87.65486023079022
559,3005002016,41.844481733365804,-87.72150873369966
560,3007003002,41.84704938445862,-87.71147730759282
561,3007003006,41.84701425001459,-87.71388749993385
562,3007002001,41.84517959999389,-87.71095499996848
563,8330002051,41.885683856963524,-87.65995442860367
564,8330002045,41.88686438471965,-87.6550544616187
565,8330002010,41.88746622200362,-87.65666566680063
566,3009003000,41.851167999890734,-87.70199174993168
567,8414001009,41.854427947369444,-87.71036499985935
568,301023000,41.99367353326508,-87.65574086670931
569,301032002,41.995328636417234,-87.65581409101527
570,1006003006,41.97878044444419,-87.80443577783275
571,1006004059,41.97982376466986,-87.80156170595349
572,1006004063,41.97892859996371,-87.80134609972527
573,1006004054,41.97977666668914,-87.79667706667323
574,1006002017,41.977944624813084,-87.79660881245715
575,1006002005,41.977792095268555,-87.79336428572918
576,1006001017,41.98150874997767,-87.79042883339797
577,1103001015,41.97999015387235,-87.7868943846977
578,1006001012,41.98009875002246,-87.78802199996115
579,1006001027,41.97820793755569,-87.78934412484641
580,1006001028,41.97777766662768,-87.78878355539044
581,1006002015,41.976639727273614,-87.79722381803948
582,1006002001,41.97646657128304,-87.78966261908987
583,1006002035,41.97589591642683,-87.78883633318308
584,1103004002,41.974559583364126,-87.78341316676517
585,1103001024,41.98064769231728,-87.78387169237484
