,Group ID,DataSource,SourceID,Address,Male%,Female%,Median Age,Crime Type
278,2,Crime,6918348,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
279,2,Crime,6933323,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,OTHER OFFENSE
280,2,Crime,6717380,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
281,2,Crime,7044572,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,CRIMINAL TRESPASS
282,2,Crime,7051061,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,NARCOTICS
283,2,Crime,7069069,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
284,2,Crime,7075949,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,NARCOTICS
285,2,Crime,6899964,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,CRIMINAL TRESPASS
286,2,Crime,7096153,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,CRIMINAL TRESPASS
287,2,Crime,7096196,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
288,2,Crime,7122630,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
289,2,Crime,7169597,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,OTHER OFFENSE
290,2,Crime,7184484,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
291,2,Crime,7235086,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,DECEPTIVE PRACTICE
292,2,Crime,7274112,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,OTHER OFFENSE
293,2,Crime,7249693,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,THEFT
294,2,Crime,1938115,002XX S CANAL ST,51.1314395763,48.8685604237,28.5,CRIMINAL TRESPASS
