name,address,categories,Block,matched_address,matched_name,licence_description
Flat Top Stir-Fry Grill,30 s wabash ave ,"Restaurants, Asian Fusion, METADATA",000xx s wabash ave,30 S WABASH AVE 1,FLAT TOP GRILL,Consumption on Premises - Incidental Activity
Flat Top Stir-Fry Grill,30 s wabash ave ,"Restaurants, Asian Fusion, METADATA",000xx s wabash ave,30 S WABASH AVE 1,FLAT TOP GRILL,Retail Food Establishment
Flat Top Stir-Fry Grill,30 s wabash ave ,"Restaurants, Asian Fusion, METADATA",000xx s wabash ave,30 S WABASH AVE 1ST,FLAT TOP GRILL,Consumption on Premises - Incidental Activity
Flat Top Stir-Fry Grill,30 s wabash ave ,"Restaurants, Asian Fusion, METADATA",000xx s wabash ave,30 S WABASH AVE 1ST,FLAT TOP GRILL,Retail Food Establishment
Roma Pizza,105 w madison st ,"Restaurants, Pizza, METADATA",001xx w madison st,105 W MADISON ST BASEMENT,Roma Pizza&Pasta,Retail Food Establishment
Pat's Pizzeria,628 s clark st ,"Restaurants, Pizza, METADATA",006xx s clark st,628 S CLARK ST 1ST,PAT'S PIZZA,Retail Food Establishment
Gina's Cuisine,424 s wabash ave ,"Restaurants, American (Traditional), METADATA",004xx s wabash ave,424 S WABASH AVE,GINA'S CUISINE,Retail Food Establishment
Gina's Cuisine,424 s wabash ave ,"Restaurants, American (Traditional), METADATA",004xx s wabash ave,424 S WABASH AVE,GINAS CUISINE II,Retail Food Establishment
Billy Goat Tavern & Grill,330 s wells st ,"Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA",003xx s wells st,330 S WELLS ST,BILLY GOAT TAVERN,Consumption on Premises - Incidental Activity
Billy Goat Tavern & Grill,330 s wells st ,"Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA",003xx s wells st,330 S WELLS ST,BILLY GOAT TAVERN,Retail Food Establishment
Billy Goat Tavern & Grill,330 s wells st ,"Nightlife, Bars, Pubs, Restaurants, American (Traditional), METADATA",003xx s wells st,330 S WELLS ST,BILLY GOAT TAVERN,Tobacco
Caffe Baci,10 s riverside plz ,"Restaurants, Italian, METADATA",000xx s riverside plz,10 S RIVERSIDE PLZ 1ST,CAFFE BACI,Retail Food Establishment
The Gage,24 s michigan ave ,"Restaurants, Gastropubs, American (New)",000xx s michigan ave,24 S MICHIGAN AVE 1ST,THE GAGE,Consumption on Premises - Incidental Activity
The Gage,24 s michigan ave ,"Restaurants, Gastropubs, American (New)",000xx s michigan ave,24 S MICHIGAN AVE 1ST,THE GAGE,Public Place of Amusement
The Gage,24 s michigan ave ,"Restaurants, Gastropubs, American (New)",000xx s michigan ave,24 S MICHIGAN AVE 1ST,THE GAGE,Retail Food Establishment
65 Asian Kitchen,111 w jackson blvd ,"Restaurants, Chinese, METADATA",001xx w jackson blvd,111 W JACKSON BLVD,65 ASIAN KITCHKEN,Retail Food Establishment
Toni Patisserie & Cafe,65 e washington st ,"Food, Bakeries, Restaurants, Cafes, METADATA",000xx e washington st,65 E WASHINGTON ST 1,TONI PATISSERIE,Consumption on Premises - Incidental Activity
Toni Patisserie & Cafe,65 e washington st ,"Food, Bakeries, Restaurants, Cafes, METADATA",000xx e washington st,65 E WASHINGTON ST 1,TONI PATISSERIE,Retail Food Establishment
Chickadilly's Charhouse,176 n franklin st ,"Restaurants, METADATA",001xx n franklin st,176 N FRANKLIN ST,CHICKADILLY'S CHARHOUSE,Retail Food Establishment
Currents on the River,200 s wacker dr ,"Restaurants, American (New), METADATA",002xx s wacker dr,200 S WACKER DR 1 L1,CURRENTS ON THE RIVER,Consumption on Premises - Incidental Activity
Currents on the River,200 s wacker dr ,"Restaurants, American (New), METADATA",002xx s wacker dr,200 S WACKER DR 1 L1,CURRENTS ON THE RIVER,Retail Food Establishment
Buddy Guy's Legends,700 s wabash ave ,"Arts & Entertainment, Jazz & Blues, Nightlife, Music Venues, Restaurants, Sandwiches, METADATA",007xx s wabash ave,700 S WABASH AVE 1 & 2,BUDDY GUY'S LEGENDS,Public Place of Amusement
Buddy Guy's Legends,700 s wabash ave ,"Arts & Entertainment, Jazz & Blues, Nightlife, Music Venues, Restaurants, Sandwiches, METADATA",007xx s wabash ave,700 S WABASH AVE 1 & 2,BUDDY GUY'S LEGENDS,Retail Food Establishment
Buddy Guy's Legends,700 s wabash ave ,"Arts & Entertainment, Jazz & Blues, Nightlife, Music Venues, Restaurants, Sandwiches, METADATA",007xx s wabash ave,700 S WABASH AVE 1 & 2,BUDDY GUY'S LEGENDS,Tavern
Sbarro,233 n michigan ave ,"Restaurants, Pizza, METADATA",002xx n michigan ave,233 N MICHIGAN AVE 1ST,SBARRO,Retail Food Establishment
Oasis Cafe,21 n wabash ave ,"Restaurants, Mediterranean, METADATA",000xx n wabash ave,21 N WABASH AVE,OASIS CAFE,Retail Food Establishment
Oasis Cafe,21 n wabash ave ,"Restaurants, Mediterranean, METADATA",000xx n wabash ave,21 N WABASH AVE 1,OASIS CAFE,Retail Food Establishment
Oasis Cafe,21 n wabash ave ,"Restaurants, Mediterranean, METADATA",000xx n wabash ave,21 N WABASH AVE 1ST,OASIS CAFE,Retail Food Establishment
Pazzo's Cucina Italiana,23 e jackson blvd ,"Restaurants, Mediterranean, Italian, METADATA",000xx e jackson blvd,23 E JACKSON BLVD 1 & BSMT,PAZZO'S CUCINA ITALIANA,Consumption on Premises - Incidental Activity
Pazzo's Cucina Italiana,23 e jackson blvd ,"Restaurants, Mediterranean, Italian, METADATA",000xx e jackson blvd,23 E JACKSON BLVD 1 & BSMT,PAZZO'S CUCINA ITALIANA,Retail Food Establishment
Urban Market,10 s dearborn st ,"Restaurants, American (New), Mexican, Cajun/Creole, METADATA",000xx s dearborn st,10 S DEARBORN ST LOWER LEVEL,URBAN MARKET,Retail Food Establishment
Subway,185 n wabash ave ,"Restaurants, Sandwiches, METADATA",001xx n wabash ave,185 N WABASH AVE,SUBWAY,Retail Food Establishment
Dunkin' Donuts,201 w madison st ,"Restaurants, Food, Donuts, METADATA",002xx w madison st,201 W MADISON ST,DUNKIN DONUTS,Retail Food Establishment
Dunkin' Donuts,201 w madison st ,"Restaurants, Food, Donuts, METADATA",002xx w madison st,201 W MADISON ST,DUNKIN DONUTS & TOGO'S,Retail Food Establishment
Dunkin' Donuts,201 w madison st ,"Restaurants, Food, Donuts, METADATA",002xx w madison st,201 W MADISON ST 1,DUNKIN DONUTS,Retail Food Establishment
Solo 1530,1530 s. state ,"Restaurants, American (Traditional), METADATA",015xx s. state,1530 S STATE ST,SOLO 1530,Consumption on Premises - Incidental Activity
Solo 1530,1530 s. state ,"Restaurants, American (Traditional), METADATA",015xx s. state,1530 S STATE ST,SOLO 1530,Retail Food Establishment
South Water Kitchen,225 n wabash ave ,"Restaurants, American (Traditional), American (New), METADATA",002xx n wabash ave,225 N WABASH AVE,SOUTH WATER KITCHEN,Consumption on Premises - Incidental Activity
South Water Kitchen,225 n wabash ave ,"Restaurants, American (Traditional), American (New), METADATA",002xx n wabash ave,225 N WABASH AVE,SOUTH WATER KITCHEN,Retail Food Establishment
South Water Kitchen,225 n wabash ave ,"Restaurants, American (Traditional), American (New), METADATA",002xx n wabash ave,225 N WABASH AVE,SOUTHWATER KITCHEN,Consumption on Premises - Incidental Activity
South Water Kitchen,225 n wabash ave ,"Restaurants, American (Traditional), American (New), METADATA",002xx n wabash ave,225 N WABASH AVE,SOUTHWATER KITCHEN,Retail Food Establishment
French Pastry School,226 w jackson blvd ,"Education, Specialty Schools, Cooking Schools, METADATA",002xx w jackson blvd,226 W JACKSON BLVD,FRENCH PASTRY SCHOOL INC,Retail Food Establishment
Burrito Beach,233 n michigan ave ,"Restaurants, Fast Food, Mexican, METADATA",002xx n michigan ave,233 N MICHIGAN AVE CONCOURSE,BURRITO BEACH,Retail Food Establishment
Jaffa Bakery,201 n clark st ,"Food, Bakeries, Restaurants, Middle Eastern, METADATA",002xx n clark st,201 N CLARK ST  00F,JAFFA BAKERY,Retail Food Establishment
Jaffa Bakery,201 n clark st ,"Food, Bakeries, Restaurants, Middle Eastern, METADATA",002xx n clark st,201 N CLARK ST 2,JAFFA BAKERY,Retail Food Establishment
Ada's Famous Deli,14 s wabash ave ,"Restaurants, Delis, Nightlife, Bars, Lounges, American (Traditional), METADATA",000xx s wabash ave,14 S WABASH AVE  1ST,ADA'S FAMOUS DELI & RESTAURANT,Consumption on Premises - Incidental Activity
Ada's Famous Deli,14 s wabash ave ,"Restaurants, Delis, Nightlife, Bars, Lounges, American (Traditional), METADATA",000xx s wabash ave,14 S WABASH AVE  1ST,ADA'S FAMOUS DELI & RESTAURANT,Retail Food Establishment
Abou Andre,60 e jackson blvd ,"Restaurants, Middle Eastern, Mediterranean, METADATA",000xx e jackson blvd,60 E JACKSON BLVD 1ST,ABOU ANDRE LLC,Retail Food Establishment
Harry's Sandwich Shop,336 s dearborn st ,"Restaurants, Sandwiches, METADATA",003xx s dearborn st,336 S DEARBORN ST,HARRY'S SANDWICH SHOP,Retail Food Establishment
Harry's Sandwich Shop,336 s dearborn st ,"Restaurants, Sandwiches, METADATA",003xx s dearborn st,336 S DEARBORN ST,Harry's Sandwich Shop,Retail Food Establishment
The Great Steak and Potato Company,77 w jackson blvd ,"Restaurants, Sandwiches, Cheesesteaks, METADATA",000xx w jackson blvd,77 W JACKSON BLVD 1ST,THE GREAT STEAK & POTATO CO.,Retail Food Establishment
The Great Steak and Potato Company,77 w jackson blvd ,"Restaurants, Sandwiches, Cheesesteaks, METADATA",000xx w jackson blvd,77 W JACKSON BLVD 1ST,"THE GREAT STEAK & POTATO, CO.",Retail Food Establishment
Marquette Inn No 4 Restaurant,135 w madison st ,"Restaurants, American (Traditional), METADATA",001xx w madison st,135 W MADISON ST,MARQUETTE INN  #4,Consumption on Premises - Incidental Activity
Marquette Inn No 4 Restaurant,135 w madison st ,"Restaurants, American (Traditional), METADATA",001xx w madison st,135 W MADISON ST,MARQUETTE INN  #4,Retail Food Establishment
Villains Bar and Grill,649 s clark st ,"Nightlife, Bars, Restaurants, American (Traditional), METADATA",006xx s clark st,649 S CLARK ST 1ST,VILLAINS BAR & GRILL,Consumption on Premises - Incidental Activity
Villains Bar and Grill,649 s clark st ,"Nightlife, Bars, Restaurants, American (Traditional), METADATA",006xx s clark st,649 S CLARK ST 1ST,VILLAINS BAR & GRILL,Retail Food Establishment
The Southern Mac & Cheese Store,60 e lake st ,"Restaurants, Southern, American (New), Event Planning & Services, Caterers, METADATA",000xx e lake st,60 E LAKE ST GROUND,THE SOUTHERN MAC & CHEESE STORE,Retail Food Establishment
CaffÃ¨ RÅM,180 n stetson 180 n stetson ave ,"Food, Coffee & Tea, Restaurants, Sandwiches, Gelato, METADATA",001xx n stetson 180 n stetson ave,180 N STETSON AVE 1 & 2,CAFE ROM,Retail Food Establishment
CaffÃ¨ RÅM,180 n stetson 180 n stetson ave ,"Food, Coffee & Tea, Restaurants, Sandwiches, Gelato, METADATA",001xx n stetson 180 n stetson ave,180 N STETSON AVE 1ST,CAFFE ROM,Retail Food Establishment
Jimmy John's,6 e madison st ,"Restaurants, Sandwiches, METADATA",0000xx e madison st,6 E MADISON ST,JIMMY JOHN'S,Retail Food Establishment
Potbelly Sandwich Works,55 e jackson blvd ,"Restaurants, Sandwiches, METADATA",000xx e jackson blvd,55 E JACKSON BLVD,POTBELLY SANDWICH WORKS LLC,Retail Food Establishment
Max's Take Out,20 e adams st ,"Food, Food Delivery Services, Restaurants, Burgers, METADATA",000xx e adams st,20 E ADAMS ST,MAX'S TAKE OUT,Retail Food Establishment
Potbelly's Sandwich Works,542 s dearborn st ,"Restaurants, Sandwiches, Delis, METADATA",005xx s dearborn st,542 S DEARBORN ST,POTBELLY SANDWICH WORKS LLC,Retail Food Establishment
Lai Lai Oriental Express,330 s wells st ,"Restaurants, Chinese, METADATA",003xx s wells st,330 S WELLS ST  A,LAI LAI ORIENTAL EXPRESS & KOREAN EXPRESS,Retail Food Establishment
Lai Lai Oriental Express,330 s wells st ,"Restaurants, Chinese, METADATA",003xx s wells st,330 S WELLS ST  A,LAI LAI ORIENTAL EXPRESS -A,Retail Food Establishment
Skrine Chops,400 s financial pl ,"Restaurants, Barbeque, METADATA",004xx s financial pl,400 S FINANCIAL PL  C,SKRINECHOPS,Retail Food Establishment
Skrine Chops,400 s financial pl ,"Restaurants, Barbeque, METADATA",004xx s financial pl,400 S FINANCIAL PL 1ST C,SKRINECHOPS,Retail Food Establishment
Jimmy Green's,825 s state ,"Nightlife, Bars, Sports Bars, Restaurants, American (New), METADATA",008xx s state,823-825 S STATE ST 1ST,JIMMY GREEN'S,Public Place of Amusement
Jimmy Green's,825 s state ,"Nightlife, Bars, Sports Bars, Restaurants, American (New), METADATA",008xx s state,823-825 S STATE ST 1ST,JIMMY GREEN'S,Retail Food Establishment
Jimmy Green's,825 s state ,"Nightlife, Bars, Sports Bars, Restaurants, American (New), METADATA",008xx s state,823-825 S STATE ST 1ST,JIMMY GREEN'S,Tavern
Jimmy Green's,825 s state ,"Nightlife, Bars, Sports Bars, Restaurants, American (New), METADATA",008xx s state,825 S STATE ST 1ST,JIMMY GREEN'S,Retail Food Establishment
Jimmy Green's,825 s state ,"Nightlife, Bars, Sports Bars, Restaurants, American (New), METADATA",008xx s state,825 S STATE ST 1ST,JIMMY GREEN'S,Tavern
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE,BURNHAM PLAZA MART INC,Limited Business License
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE,BURNHAM PLAZA MART INC,Retail Food Establishment
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE,BURNHAM PLAZA MART INC,Tavern
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE,BURNHAM PLAZA MART INC,Tobacco
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE 1ST,BURNHAM PLAZA MART,Consumption on Premises - Incidental Activity
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE 1ST,BURNHAM PLAZA MART,Limited Business License
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE 1ST,BURNHAM PLAZA MART,Package Goods
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE 1ST,BURNHAM PLAZA MART,Retail Food Establishment
Burnham Plaza Mart,828 s wabash ave ,"Food, Grocery, Beer, Wine & Spirits, METADATA",008xx s wabash ave,828 S WABASH AVE 1ST,BURNHAM PLAZA MART,Tobacco
Chipotle Mexican Grill,316 n michigan ave ,"Restaurants, Mexican, METADATA",003xx n michigan ave,316 N MICHIGAN AVE,CHIPOTLE MEXICAN GRILL,Consumption on Premises - Incidental Activity
Chipotle Mexican Grill,316 n michigan ave ,"Restaurants, Mexican, METADATA",003xx n michigan ave,316 N MICHIGAN AVE,CHIPOTLE MEXICAN GRILL,Retail Food Establishment
Freshii,111 w jackson blvd ,"Restaurants, American (Traditional), METADATA",001xx w jackson blvd,111 W JACKSON BLVD 1ST,FRESHII,Retail Food Establishment
Freshii,111 w jackson blvd ,"Restaurants, American (Traditional), METADATA",001xx w jackson blvd,111 W JACKSON BLVD FIRST,Freshii,Retail Food Establishment
Rise N Roll Amish Market,233 n michigan ave ,"Food, Grocery, METADATA",002xx n michigan ave,233 N MICHIGAN AVE 1 C031,RISE N ROLL AMISH MARKET,Retail Food Establishment
Pazzo's Cucina Italiana,100 s wacker dr ,"Restaurants, METADATA",001xx s wacker dr,100 S WACKER DR  140,PAZZO'S CUCINA ITALIANA,Consumption on Premises - Incidental Activity
Pazzo's Cucina Italiana,100 s wacker dr ,"Restaurants, METADATA",001xx s wacker dr,100 S WACKER DR  140,PAZZO'S CUCINA ITALIANA,Retail Food Establishment
Pazzo's Cucina Italiana,100 s wacker dr ,"Restaurants, METADATA",001xx s wacker dr,200 S WACKER DR  L-100,PAZZO'S CUCINA ITALIANA,Retail Food Establishment
Jimmy John's Gourmet Sandwiches,247 s state ,"Restaurants, Sandwiches, METADATA",002xx s state,247 S STATE ST,JIMMY JOHN'S GOURMET SANDWICH,Retail Food Establishment
Subway,1300 s wabash ave ,"Restaurants, Sandwiches, METADATA",013xx s wabash ave,1300 S WABASH AVE,SUBWAY,Retail Food Establishment
Subway,1300 s wabash ave ,"Restaurants, Sandwiches, METADATA",013xx s wabash ave,1300 S WABASH AVE 1ST,SUBWAY,Retail Food Establishment
Banh Mi Express Sandwiches,105 w madison st ,"Restaurants, Sandwiches, Vietnamese, METADATA",001xx w madison st,105 W MADISON ST BASEMENT 109 B,BANH MI EXPRESS SANDWISH,Retail Food Establishment
South Loop Club,701 s state ,"Nightlife, Bars, Dive Bars, Sports Bars, Restaurants, American (Traditional), METADATA",007xx s state,701 S STATE ST,SOUTH LOOP CLUB INC,Consumption on Premises - Incidental Activity
South Loop Club,701 s state ,"Nightlife, Bars, Dive Bars, Sports Bars, Restaurants, American (Traditional), METADATA",007xx s state,701 S STATE ST,SOUTH LOOP CLUB INC,Late Hour
South Loop Club,701 s state ,"Nightlife, Bars, Dive Bars, Sports Bars, Restaurants, American (Traditional), METADATA",007xx s state,701 S STATE ST,SOUTH LOOP CLUB INC,Music and Dance
South Loop Club,701 s state ,"Nightlife, Bars, Dive Bars, Sports Bars, Restaurants, American (Traditional), METADATA",007xx s state,701 S STATE ST,SOUTH LOOP CLUB INC,Retail Food Establishment
South Loop Club,701 s state ,"Nightlife, Bars, Dive Bars, Sports Bars, Restaurants, American (Traditional), METADATA",007xx s state,701 S STATE ST,SOUTH LOOP CLUB INC,Tobacco
South Loop Club,701 s state ,"Nightlife, Bars, Dive Bars, Sports Bars, Restaurants, American (Traditional), METADATA",007xx s state,701 S STATE ST,SOUTH LOOP CLUB INC,"Tobacco Vending, Individual"
