restaurantID,rating_y,average sentiments
BiI6_yFzsFySUu44kuo_DQ,3.0,positive
BjZ1dWcQOt7w7BsMszxKHA,4.461538461538462,positive
BnbURZypzVDFe3abss6nMw,1.0,positive
BoN3cdveQRdz3PCP4bv-jg,3.0,negative
Bpf0-FR1AW1krzAxAt3C6Q,4.666666666666667,positive
BphyZ09tuDuJ7TPr1syPhQ,4.0,positive
BrE1-B0e-XEk82MCxtcKkA,5.0,positive
BsAVSCMwnW8zUvQlq5DcJg,2.5,positive
BsIAGj_TSBotch0F_k6bew,4.85,positive
Bsxv6Z8mc6cASwHewdHAUQ,4.65,positive
Bt8bjIfRqajkZpOD35lHuA,3.5882352941176467,negative
BtK23w89ajCU2KL48aYlCA,5.0,positive
BwOxNRVh3HiQp1dQhw4TrQ,2.25,negative
Bxv1U36_1V7_ijHA-20j2g,3.333333333333333,positive
C0NKUdF2dCfWeT_tPkz8OA,1.0,negative
C0f9XbpFuvp_Uz-YwV1NFA,5.0,negative
C1UU0TC9SFJxO4nJJG1kRQ,5.0,positive
C4X3wf4H_UGReOMcq1NwcA,4.0,negative
C4vOSg6AWI5PpTlbYViSYg,4.4444444444444455,positive
C7x4BDnSqkVYYVUA2AjzwQ,2.0,positive
C8ycApy8b6BvJh39zMZDPA,4.0,negative
CAzG37-2AKQ2It-zbPcT9g,4.0,negative
CBnS3K69RWfzyaOsPB0SOw,1.0,negative
CCFA0feECh-fTCQryh9EdA,4.2,negative
CD1bPdi4lLr8gHEdqEfwWA,5.0,positive
CGEuI2AOrlm7uGf9XSTh3g,1.5,negative
CH3fWCUpdGXcvI-LLB_oBQ,5.0,positive
CIdNaZgNsZN-NYDNgkTO_A,3.5,negative
CK531JtKB8BUIzzLDAgoWA,4.0,positive
CKWbKygeCD4vbGQRd_xrhg,4.0,negative
CKkPrpWjk4UCmPd8--gJhA,1.0,negative
CLsuTWOWHzs4ws4NDr558A,3.0,positive
CMWLbsd_KKKJAQDIYUw5kg,2.0,positive
CScWfx3gma8qdR0UrmWsBg,3.5,negative
CXWcgEmNQ1zSjiIU9--HOw,5.0,positive
C_DfZrAzebMCQOvl7Ajn0w,1.0,negative
CbmDIicYRO-Ah9YqcMTq7g,3.0,positive
CcF74rXy_MckEcC0oXS_tA,4.538461538461538,negative
CfOzZD-lrb6YLN9aKUXhCA,3.6666666666666665,positive
Cgp5TC32OpO9Vg3Ak0vnrg,2.523809523809524,negative
ChtaxiC3WKWc-JIXi2Yjcw,5.0,positive
CiqJMX0NPdu5CGZxoq9fmw,5.0,negative
CjpNrMCMOvUOnLhRnCCBcg,4.5,negative
CkBkSh2KdwQhkEeIEQKv_w,3.5,positive
ClGCvFjdyzSr0L91NBaEtQ,4.0,positive
CldLKPhVsZfnRiHndJOxsQ,3.4,positive
Cm7HjxpmX61s4fV3QaH8bw,3.1428571428571432,positive
CmZPl1DVLHu7r4wvBaskCA,5.0,negative
CorBi-hFpMlxjZagwzHJAw,5.0,positive
CrgpT9xXUXs7qE_ZnnD5gw,5.0,negative
CsDmMv1n9_roBhGmRvk02A,2.88,negative
Cuef-qgUs4DB9tKwmynpPQ,2.0,positive
CwM3eaZupulhLZzmXqUvKA,2.0,positive
CwPi6NVuJIZZx4IBcTekFQ,3.692470837751856,positive
Cxn49EZeLTLhyv5BeaHcNA,2.9,negative
D0BKmF373uEMzVN8up9wAg,3.7142857142857135,positive
D1JmJXybk0GWD9c1f8SSkA,3.0,positive
D3tzOb9LneB10eNNooZyBg,2.25,negative
D4FI8Wzju2fKrdfXnseFGw,3.5,negative
D4tTwfLqr1un9nlcnKELbQ,5.0,negative
D6JiMjwm4P1Lry2t_PStRA,5.0,positive
D6MWQfG-roA9XOJzZpeSzQ,2.6666666666666665,negative
D6S4CAsbUuxXC90_gm22RQ,3.6,negative
D6ab-U1SPsNat9XL8j5RJA,3.75,negative
D9tRmqYH5zT6qf_lYHna9Q,3.5,negative
D9xDOMt3bo0InsJuUHBQEQ,3.0,negative
DDMczEYz7dUhGzADHi-RdQ,5.0,positive
DEoGiMFuD8c97CRAKqpL0w,5.0,negative
DF7-E4c3sDhqLJ16uUBTTw,3.5774647887323945,positive
DGd2OyZ-6PBQ6Dyhx1YvLw,5.0,positive
DGwbgm5zfEJZ2UGCahkUtg,4.8,positive
DIrSWKoUA-Wut3FbmBWOkA,4.0,positive
DJF60pJfykZCtK0Vj_poaA,4.0,positive
DJnCi-19Hr5MqdmDmfD9MQ,2.333333333333333,positive
DKSWVfRfUav824YuIEfFnw,3.75,positive
DM9ohBqvNJIIWKEs6OZiAw,4.769230769230768,positive
DMPReB9BRW6GCS9sDMql_Q,4.729729729729731,positive
DNTObJfENaR9cZTQEUVn_g,3.9166666666666665,negative
DNy0sRymG0_nN-9KjU2FFQ,3.2307692307692313,positive
DRieUeenzl92TSycW4MaEw,4.0,positive
DWRJ-OU-t1Gi1hebNBKMHA,1.5,negative
DWmW-2mJGFcushuRM1jQVg,3.333333333333333,negative
DYYiDNJg7rQrX01QmU3WKA,5.0,positive
DYs1U5lXggLCzEzSX5bsVw,2.0,negative
DZ5avkJwD5_e6Gm2PYHXmw,5.0,positive
DZhzxc_NReUEnVx0fz_iuw,3.952380952380953,positive
D_BsoId1GANxzpr5Ly6HuQ,4.0,negative
DakpzC-BIf4Q4tOvUPXBxQ,5.0,negative
DiuV7R5Eg0qKdRp8JrnXGg,4.75,positive
DuMmceW2bXosAevlUMOV_A,3.1666666666666665,negative
DwugY6shrqmzAe4NGgjDyA,4.5769230769230775,positive
DxcTQUoY5ue-Q0B9zBDpgQ,1.0,negative
DxpU79j-eNj9zlHNGn6vcQ,4.633333333333334,positive
DyYDnfJtcXz-y6SutmwgAA,3.0,negative
E-9xOANl4ZXBKhGBFCNS_g,3.8947368421052633,positive
E6ub9_cNXgeBq3tdNCxjTA,1.0,negative
E74hFspKIcrcneV_VUP9NA,4.666666666666667,positive
E7qqDy6RFXr34YR5QFPRNQ,1.75,negative
E9qgo0AI-MP1iRPq2xPGGA,5.0,positive
EAN6sG5tNV8JXab_KgO4pg,4.0,negative
EE0vItfhQAnVSzQEHeoIxw,4.0,positive
EIaNN8vE9IAv_J1o3avJXA,4.333333333333333,positive
ELAeo_uNylQppUm5BDplVw,3.6788990825688073,positive
ENfiSGbuKEI0UUKPWPJqtQ,4.2631578947368425,positive
EQAXt0ylHgZ4K9gy-ECxRA,2.0,negative
ERpI_pVlfwFK7qtHIu9XHQ,5.0,positive
ESyDB2ssOvHzMpALZlziiw,3.4,positive
ET7tYrUYnnjvDEq7Y293TA,4.111111111111111,positive
EUKauPI5hYOJ0J-2DB-C5Q,3.0,negative
EVfDdnzukMsSnPxD4gFKWQ,3.0,negative
EViM8bvKUwkByw3vRi84DQ,1.0,negative
EWEq3kJkBBbttckov6A2VA,3.272727272727273,positive
EZvf5KzJtpxYp4LTG2HIMA,5.0,positive
E_omJuxH8jSr1ugyifeYzw,2.0,negative
EaMEbIx-DTeqnByZI73mMQ,1.0,positive
EcV-fa2APc8liAF-3CAAIQ,1.0,negative
EgtgJAvBDgbo9i-AYqgDsg,2.0,negative
EjcKN0VOdlzK0tyDWQRDdw,3.8571428571428568,positive
Ek6Na6DAWd5HM6hZFjoZhA,2.8,positive
EmR7qNfeWgsOYhrKxPx0Tg,5.0,negative
En7wH6QM_qpJJUsn6TeuTg,3.8181818181818175,positive
EqOOUzDVHTh6ALj9hnuqZA,2.6666666666666665,negative
EqUoJMUUcfTqFf0-FSp5zA,2.5,negative
EsBZdYKI2zfe6c6RWvWWjA,3.333333333333333,negative
EuavJJCwwYlgV8e8dTAQHw,5.0,positive
EvfP5f3QlTD5sOT00msKhg,4.666666666666667,positive
ExMjZMbyQv8My8eWR-0L9Q,5.0,positive
Ey66ARHTBSJTQ_Icx3MgLQ,4.0,positive
EyDdyspeR0nryPfwi4Lgrw,4.0,positive
F1w3zyLaLynT1pPf0n-jsA,4.5,positive
F3wOjMvyIyb6Q5LQTzmHiA,2.0,positive
F73xWeDRwTl7HnyTt-4Ssw,2.94,negative
F92P3lXhbnKxJkZma8BU9Q,3.75,positive
FCtwcukjwJXhVcF_8ARmjg,4.75,positive
FJCzJIl-Z8BIOFN4tO2U5A,4.0,positive
FLpRT64OLTu8TiD_-m9q5w,1.0,negative
FLwOlXqp5kvwnii3UQ2rLg,3.0,negative
FMwj-CNNLCgJr39nUjNqrw,3.75,positive
FRtIYVMJemHI1dEozthimQ,4.363636363636363,positive
FSPnOeRkCua_iVdxevAzzA,3.556962025316456,positive
FSyTdSzTLQQzvg6R98kcUg,1.0,negative
FT66YEeh10BGF-8okXS20w,4.0,positive
Fao7_Ku8gO71jzDdYJEZmg,5.0,positive
FbkdLXAfRd-c_G0XF5ZHIA,5.0,negative
Fd0boo2NJM7W3d4GbjeiuA,3.0,negative
FdPEvTeRSQ_ybYaO-zAutA,4.666666666666667,positive
FdvDkic01XqyXwEJkC8tBg,3.6666666666666665,positive
Fe8sXmiAlZYJa2JVoDfFHg,5.0,negative
FeLsm81BBh5hc_60nL6j0A,2.0,negative
Fgl04axrbbbEe3ckVx0FVg,3.1666666666666665,positive
Fgl6UGBOuVnA-JJ4z06CKQ,4.0,positive
Fgr_vkAk87ZXvMPZiVT-4g,3.6666666666666665,negative
Fi3Q-cQgYNKQ2MU5ghw2kQ,2.0,negative
FiXyTC-66csEnwNV_pd2dQ,3.5,negative
FkaJ2slX0XtGJ3UB3F6Olg,5.0,negative
FkqjpnGp3zz1DWSJ1J3Rtw,1.0,negative
Fm9taVa8HJIwCH1LuWNhGw,2.0,negative
Fo9xKM932V5KKr4Ss1EbJQ,3.8,positive
Fos7JzYR5NkRMf1EdzK0eA,4.764705882352942,positive
FpKLhdfhseoz9-opJZqqow,4.0,negative
FpUWl1hCxH-Go_J67Z_TIA,5.0,positive
FqYdC0xCTl6dKFWcn3yrtQ,3.75,positive
FtHEH8uAV3AQBoHwUw-HfA,3.2222222222222223,positive
FvY2gBs_8FsEVbl-zUFkDA,2.8571428571428568,positive
FvyAJUEPSBtXYLYeHsrcng,3.0,negative
FybqNCHWGhvc3s4i4jUh7g,4.5,positive
FzSU6hSnmw9EIGZVhc7gLw,3.0,positive
G2NgTsL7YNUVROE0SHLdeA,3.6,positive
G2pLMfDJEx_Vf6eSwTKPnQ,5.0,positive
G3hvqrDo_Sdq5mrJeiSIaw,4.0,negative
G4OqlW6t0NDKPSSYPYdR9g,4.0,positive
G5-HZQ4xS9ytCq74iNb0DQ,5.0,positive
G6SOtbB7mk_3ePBCquzqiQ,4.833333333333333,positive
GBapY3XLkXF4Fy3MinUaRw,1.0,negative
GCBnAGTdQdHXuVfXpmAQXQ,3.0,negative
GFPK6CK7PMnpgIRbQqJanw,3.1428571428571432,negative
GHGpU0tyI6dXGnwtiv4Cnw,4.0,positive
GHK0kh__Y9RXF3yfzXN1TA,3.555555555555556,negative
GHNQCN1t7TONRNLhB2XBZw,2.142857142857143,negative
GJcVSVrqllB6EGOP2Q0y9A,3.0,positive
GLNu0E1YjgTi2B5tp_uxNg,5.0,negative
GMAiETrL5SqDKpU21dmDWw,3.0,negative
GPObp3UxGcrQEhGHZKzwtw,5.0,negative
GPdbhW48nofVP492dtmJdw,4.526315789473684,positive
GQD7PdHUVyIyMy4MSOC1sQ,5.0,positive
GQQyDwC9yeD4raknWhzWnQ,5.0,negative
GUpfSp6V89v7nPE_332FhQ,4.5,positive
GWLEubx9VPoS44Dfjsae2Q,5.0,positive
GZdevx3pW3QFRgIZm-KtUA,3.5063291139240507,positive
G_gO10LAC2WzkbWkX_8q8g,4.625,positive
G_lyfDU_YAAzGAqWQoP-HQ,4.333333333333333,positive
GbeOhvT5BDm0Pdpz4gO_ug,2.5,positive
Gc57b2kBfxm-SlOoaMPWPw,1.0,negative
GctlGzQQ6LTCvwR5nZAwdQ,3.0,negative
GenuE1EFKycx40hPOwIcVg,4.0,negative
GiiTjlRjnoa79joXrlZO9A,4.333333333333333,negative
Gk2hQCxbreBH9v8Quv0hew,4.5,negative
GkPTDjjVRMj1G8-BJkS1Ng,3.7058823529411766,positive
GtAvO4mAIiPGnMRuX-TAVQ,4.0,negative
Gua4OrHjnnYaMFDgvmIt7w,3.5,positive
Gvvzabgu0437UkJST3LLHg,3.0,negative
GwQ0WYheEhskGFdSBnb3YQ,5.0,negative
Gx2i1Bo3L_oLdofifPIaXA,2.893333333333333,negative
GyFaBNaDsEPA2tgWwy6o4Q,5.0,positive
Gzl_TZxhFzbIWzHUMe-CXw,4.0,positive
H1M_FSQttQJvmQ3GTyCBNw,3.1578947368421053,negative
H1pVyEGcgIykZuGZJ8OAgA,5.0,positive
H33CtHCGvJm4Zz61WRzEow,5.0,positive
HAi3k9o9P6yOwGGuulHEHw,4.5,negative
HBDov8XkKrjHnLp97vKbrA,1.0,negative
HBvhP7k4EGfTcI88Wg3DXQ,3.727272727272727,negative
HDPvTnor09K7poNFg0cKqw,2.0,negative
HDfnZVfAzdZ3_B9iRrDRAg,1.0,negative
HGlmjnyrFHxacm_gK5nzVg,5.0,positive
HIHnt6VYFDJk5evyf9SGyA,3.4406779661016946,negative
HJ8gIP4jlcjrSLKTkZbohw,4.130434782608695,positive
HK17waspj4xzdiRrWTEUTg,2.7777777777777777,negative
HLxEGFpZpUZteStzmaigkw,2.53125,negative
HRvdo6JwN-f1Kzwuqla0hA,2.5,negative
HScVzkwJe__QWDaoU_Q7dQ,5.0,negative
HSoa0_zcR1Ek8HAcwdJNDw,3.0,negative
HTBxJPblBauNNCm_qSQjSQ,4.5,positive
HTOFpNfbmrL1AqdzlOvB1w,2.6,positive
HUCP75ndJsQ-uFuetNG8VA,2.5,negative
HUhWYvgTr3hQf5vqlW8jjQ,4.333333333333333,positive
HVjgUltrMLAivfhLhcPHhA,3.0,negative
HVvqSK8R8McWDESQodLrdw,3.875,positive
HWn961vB3Unnsl9hgoVElg,5.0,negative
HXBtBOCNIM-0VK9zMqjYwg,3.2093023255813957,negative
HXilNqjuyFK_nbHetZObNA,3.8333333333333335,negative
HZ2xXev9WCgPpsv5fd1Qcw,2.4444444444444446,negative
HZiviYm5cxWql1glfKMz3w,2.6666666666666665,positive
H_253MJ9O_3QFInYPVWA6g,3.1538461538461537,negative
HbZM4AiFef0Qd875QsVIaw,4.201834862385321,positive
HcEGOAVr7NtSZxzzoIbDyA,4.304347826086956,negative
HeAzjvJwVzt_5SjUyHnTwg,1.0,negative
Heka6aufwZgNmtKG-zrnfA,5.0,negative
HgB_Mq3LN5y6TDRgV7ApYg,3.0,negative
Hi9Ti19JIio4IjZKxdBZIw,4.5,positive
Hih9Wob755IDEQLGs1uzdA,1.0,negative
Hk43wVeN9CCjKtTAJhT4oA,2.9285714285714284,negative
Ho9LOYC2W5qpP0uIp7DmQg,4.0,negative
HpBixiUl3JSlUc-SI_ZzIQ,4.666666666666667,positive
Hq5jguzM3mULQJlebVulCQ,5.0,positive
HqZ_5ZOOkhsTVHLBAmYy1w,4.0,positive
Hr2Mi3E4zk8wajxB2L-dcQ,3.5,negative
Hr7CPMigyfXS39whVOtyXw,4.0,positive
HsZ4FNQ1o53uDCC1dGu8iw,4.0,negative
HwJ3e7RdBGldcUs_qQzkyw,3.0,negative
HyAf-KxhUbaY8Izl3CdD9Q,5.0,negative
HyodqVykvcnp1-DIoq0CWg,4.0,negative
I3OB8R8TtN3dvNoxFUp1jw,1.0,positive
I3i279yB1x948IYdwxJqnQ,4.0,positive
I42J57kHMtS-2fzuUZP5Hg,4.0,negative
I52XuZYccQCChmLOxYFyWA,1.0,negative
I5HsGfTzCzyKHP6XL_Dkbw,3.5185185185185186,positive
I6aGUbZR5-umEVuBNSqp3g,3.0882352941176467,negative
I6fNJOS2Sa2QhSPjH1wSVg,3.928571428571429,negative
I7ByrR9WyNO6U1GQR0dmYg,5.0,positive
I9-odfGhqygS_wRZH6Qvcg,2.888888888888889,positive
IBBvHxdSd5OYoPruY0UfOg,3.0,negative
ICmQaht6pCSQ_Iky3arQpA,3.0,positive
IDB9V999irLZFxqz43bMAQ,5.0,positive
IDSJvCnDS0T6164B95PUog,1.0,negative
IEUWh2gAPOjXXGZgXDwkSg,3.625,positive
IFEFdmt6B6lvnFXHRNStow,2.0,positive
IFrmf-ip4I5U0DjuRQqupw,2.7,negative
IIFBHW_U75_o-X2phRUCNw,1.4166666666666667,negative
IIvLShjyP6F-DYJ8QAcrZA,3.8260869565217392,positive
IK8jWUpshpSSiBrOjJC-Ag,5.0,positive
INXUGIdFAvzpGKqpX9jXVQ,5.0,positive
IPP2ws0gZRGh52jcJsCKLg,2.6,negative
IPPbv5-fyX-BvOC2je9KLQ,5.0,positive
IQSdTSf_lYqapnW9LXaI0Q,3.36,positive
IQhWLNlHEaTc6-oLR0zRTw,5.0,positive
IQoKEl0IXf-mD6xAl6gbng,5.0,negative
IS8V9ivSWrmTm8wU-QS0Jg,4.230769230769232,positive
ITK4GhjAuzeJAB8RXedQGg,3.0,positive
IUXMbGy7VNZI35co_OZcwQ,3.0,negative
IWLGlIrX8UjiRzlwqCCc7Q,4.0,positive
IY2zuBkaIXlpoIzgWYmzFg,1.5,negative
IYQaGmaV6wIxm3DNu8EL0g,4.16,positive
IZfiCBUGL0h32C9wLmK2iQ,2.9230769230769234,positive
Ic36DStkboIcukk8rw3isA,4.428571428571429,positive
Ih_gfTmnqf_Rl3Yzr0sJAQ,3.375,negative
IoY7yWBXXpK-547-mh2QMA,2.6,positive
IpMo9U-WcRbCAxJRG5LRnA,3.4,positive
IsBTQFQxzNQPRdti4JZLoA,5.0,positive
IvLSbW_4Cu2ngDcw2Aau3w,2.8571428571428568,negative
IvaQMka1Sd_m1JnzL-Je0g,4.5,negative
IwMFYvd_LYY8DH5s_goRKg,3.0,positive
IwjqbOHroTGIf84Fr9Uxzg,5.0,negative
IxuduyUqSXweO__NsrcakA,2.0,negative
Iy3EWJcV-OXsg0NqkJlG6w,2.0,negative
IzfrEfTilj20WeVW2v6cTA,4.0,positive
J-i3frdwkM0prRxH98Zp2Q,4.190476190476192,positive
J0DmCPu8iXEyHFwt2pE7ew,5.0,positive
J1JJT2MH1eI3P9XMJpT8DQ,3.571428571428572,positive
J2CPX8WkSvHFxiLHqzXwvw,4.5,positive
J4uI8m5S1Po832OYm9WOsg,3.5,negative
J7kQCckuw2rBfTq6GuU29g,2.4,negative
JA8YIVhxa5w8nnIolhHQCQ,4.875,negative
JCndUTmkHeNzi5j7ylVKAQ,3.5,negative
JCtMTpiHSexXQzFbBzaBXA,5.0,positive
JE5KJQAdPCdtej9725WUDg,5.0,positive
JEAl7tmxI2St0xY-3gC-4Q,4.0,negative
JF1adUKdsNebw6-8MABATg,3.608695652173913,positive
JFFgxyblHOKbiMgaVSl1Rg,5.0,positive
JFRHUluXX2a2JJAcuGjo8A,3.333333333333333,positive
JIcqLc42jiiF5DDj1Bbhtg,3.75,negative
JJ1yyOKfdF1H5IVUAUL5oA,5.0,positive
JMTpfr5ID-jO1PUIFWJPYA,3.0,positive
JPEoaXlg-f9eVbxQ9BVNrQ,4.5,positive
JPandDiT-oIJ9wsun8K9Og,5.0,positive
JXH9qzmaVlzql48kIVucbw,2.6666666666666665,negative
JYdgrTSiQepi_YqLx__0qA,4.235294117647058,positive
J_Bj4er_CiQPZ3hd4b-CHQ,5.0,negative
JbjSNHIcObEFmTSAdfoacw,5.0,positive
JdWKoJqJ-oXhMFkCJ_HvOw,2.4,negative
Je6lscSmqLp29IC4AyYiCg,3.4444444444444446,positive
JffypxMz3Fqs82zmhfRlHQ,4.333333333333333,negative
JghGUoSNrKvvilvA1x5LEw,5.0,positive
Jgi1sV60-L1-UWXcUmoJAg,4.34375,positive
JiiSJzEBK4J16aumI0r1JQ,5.0,negative
JntMBuVk3FmZGH7qPB5d4w,2.9354838709677415,positive
JoK2Kh99t8HBoiiu7ufrsw,1.0,negative
JoRZpU0sP9PBqjr77bS52A,2.0,positive
JpiEm9aCfV7owN3cz9VsYw,1.0,negative
JvQLQF7tMUYhI6oRJFB0xg,1.0,negative
JvVLk1UAUjQipm5VL4Pv0w,5.0,negative
JwSpQgmLK-hHb6lNX_WtQQ,2.1666666666666665,negative
Jw_CkW3EErBDkoGG8_10VQ,4.0,positive
JwnXfTcwyIskzBqAsFI0JQ,3.5,negative
JxQb5yNjzXFCUGbNfPODAQ,4.0,positive
JzHbxRPZoE4n1Qq8yNU2ag,2.333333333333333,negative
Jzt4-3tp0jOgpBcHoFzoaQ,2.142857142857143,negative
K1oPjrLkWMxYNDNR-Zh7IQ,3.0,negative
KIku0VNJzrrzCiSCTBBNHg,5.0,positive
KK1QZ6t4d1nQmikfUR_dwA,1.0,negative
KKY9Gtv0DMVUOh6rCg7LhQ,5.0,positive
KMzNy0ziNGDUSAschTXB9Q,1.0,negative
KPLfcDsc41q8OuuH4Ztq4w,2.0,positive
KWo9yASXYlUveU1gcgpkyQ,5.0,positive
K_7Y7R3P-cO72vaAvTWdKA,2.0,negative
K_O65mv_gdgh9U4M6S7ovg,4.5,negative
Karumj1DrAOMxJ7E5zW02w,1.0,positive
KbZ9cSMoAIsTWASs6m5mJw,3.8,positive
Kc77QYobsr1E4Wc3UOTfBA,4.4,positive
KdTYm6S6PyIIEfYHHONZkw,3.5614035087719302,negative
Kj7ewmS4epCpobQlvQJIuA,5.0,positive
KkzsRED5K04JLpu7HsLqRg,4.0,negative
KoTXswYJEnuCBi6cKmH0sw,2.0,positive
Ks02TLl-OxNqisQdobQo6Q,4.0,positive
KszL5_RXtkgdLY72me-MdQ,1.0,negative
Kth7c0KJwvjMTMtZK-5bqg,5.0,negative
KtnnU3K3pdTRrvJlt6yPEg,5.0,positive
Kv0Vj0v29IbBETETKB1xGA,1.0,positive
Kvr-pWphDCPOXuFA-eKOrg,3.0,positive
KzKScdvBUFJBapx7myC5sw,5.0,negative
KzsssD0-MXw6vEigm7LHFA,5.0,negative
L-u-0KVkl8KiK8IwhmejKw,3.6666666666666665,positive
L0KwVaOFjEP5u9rZ3HcqhQ,1.0,negative
L2tydki-ctG2D8CW6cIjXQ,3.1666666666666665,negative
L4dd1ctVWhWKOQ8AV0PLOA,5.0,negative
L6JrdlwQuef0PBehsLeSLQ,5.0,positive
L8WtXaZr2EBLUwIJ9zyqUQ,3.375,positive
LAGftlwqIkRYVRtx_81MOg,3.5,negative
LAzr8BZxZFZf5XbfxDi4SQ,4.0,negative
LCpwfdf5_kvl36SkZMgAiA,2.6666666666666665,negative
LDygC35HK-fiRf88o8N6wA,4.0,positive
LE8HOoyEohhOqXUrO7ZIgw,5.0,positive
LHmZaK8MIGmAvvhb16XUXA,4.5,positive
LHpygzroItKWRslDr-e4-g,3.5,positive
LIqtebBW3kVJNzZp6Amozw,4.0,positive
LJ4YcF-wRkWpj2g9YbCCdw,5.0,negative
LJmpAdStpM_8qXVPJAg0Gw,3.0,positive
LLIF1xV2Tf42p9LpEUvmFw,2.8181818181818183,positive
LLtKsP190vsJ7ewdOlK5xg,3.772727272727273,negative
LM1RkonuVduSCTleRaHEoA,4.0,negative
LNtuCsJLk3E9y7I5sd5SjQ,2.96,negative
LOYGJpj7i_k2b5Y97RAldQ,5.0,positive
LRFClGaQAUKc1Y_nYgAC7Q,5.0,positive
LS4L77ouSayCgRlQ6REqzA,5.0,positive
LTimTweXc1DKTGe8FU42og,3.5,negative
LTpsK89GrjcG8Aagdl-qvg,3.0,negative
LVicgKWh4RONp5kjDTiyvQ,3.0,negative
LWDE14V751GRgkC391Tl6Q,3.0,negative
LWxq_9zOU7jVyq0NdmJNQA,1.0,negative
LYioZA2Di7UQicjd6pxWLA,3.8461538461538463,positive
LbwKkZG8NzUUZz-ZeUp4LA,2.75,negative
Lf9QSvTmQ-giP6XU8iJ_JQ,3.0,negative
LhVz6SV5-xPPlvcZ-huczQ,5.0,positive
Lih5VgEGoXbohqVlIP_bVg,2.8070175438596485,positive
LjxcOvIa4fVe0DJnomOl4w,4.333333333333333,positive
LmIRdYWgNivl86l_RvNFoA,3.388888888888889,negative
LmLadcexMkHTRBv9fmlGOQ,5.0,positive
LoLGMUvvfQBz5z_yw6g6Ew,3.5,negative
Lpy0FZGnfHxbNzILnOW_MA,2.0,negative
Ls0kJrMmHvG5rLBqy7f1Ig,1.6666666666666667,negative
LvpzQgoHseyE-Grcff9Klw,1.0,negative
Lxt9rkWaA7hW3MvH2MNFbw,3.5,negative
Lxu-WDgIhQ4yZoxh0z1YOQ,4.0,positive
LzQIs8DDbBnSwEsURuNang,3.333333333333333,negative
M1OhGftFwHjV2BhepdSOig,3.0,negative
MA78d7N5VzAW_-AGt9Ne8A,4.5,positive
MKIsB8wpaa1s1bz9EG-RAw,4.0,positive
MNjHFaj1vYuI4qxBN5-CTw,4.5,positive
MPiyh-LjfBnQW3DKf82oQg,3.0,positive
MSdTnaiCFSqlU0SvVq6P8g,4.0,positive
MSzp56qbC3O4TB_yFiYScQ,4.625,positive
MYAQcmyiMFtxKTlLJ2o0hg,1.0,negative
MYQcxiviu8q04vK76GCnTA,4.0,positive
MfND5b4mMj44YMVwrHx6xw,5.0,negative
MfSu-joGx1Q8a2zvG0D_9g,4.666666666666667,positive
MfZGzHwKvEZ6R1XhXMhRCQ,5.0,negative
Mi2F_71bagPcBKFmmLs7IA,2.75,negative
MllYP4Fw8If92c6TNWrJGg,3.375,positive
MrWETKbSyG-FBq6ttK8SiQ,2.769230769230769,negative
MucuPPz-P_E7RLQ97XdY7A,3.6666666666666665,positive
MwzZyBMwmHr9HTKpcnK-pw,3.0,negative
MxE61_UKUvkoFkOi9ePM8g,3.6,positive
MyCejoqGOxhPb9CIjVJnrg,5.0,positive
N0b2FoV_dJIPNtMkRgffJA,3.6666666666666665,positive
N1m7E9ZD8TgP7eW70xa_mA,4.166666666666667,negative
N3D60_8SjUZOYeRV5_dbkg,5.0,positive
N5gQFHM2MiRmhPYKfu3PXw,2.0,negative
N8CkNmfR7AAcAw1cRdmjpg,5.0,negative
N8yg_vxoeBrEs7gz7C6cew,4.666666666666667,positive
N9Dr2FrVCL6oPrrlaxrv3w,4.5,negative
NDEx44jNmhQpEMyU6W1zkA,5.0,negative
NP1bLCb49FQM44zUMD7QlQ,3.3571428571428568,negative
NPYiLuTuclTcAT9GfL7euQ,4.5,positive
NPznpsaX6Ii8BELKMU_e3A,4.0,negative
NRMNIA2PJNz4GL32mHHILw,3.5,negative
NSNyy2JteW0xvQ1rbNpaoA,4.0,negative
NU4-xFxmnd1tYRRQalsVYw,2.0,negative
NUD0hMQeUUc1TLoqGfT3MQ,1.0,negative
NVofDOhgswxjE68vBgxqLw,3.8,negative
NVxz-c-JMrx2Qe79_Z2dLg,3.0,positive
NWXOfe_hALF0x0omNtT2Tg,2.9,negative
NX8eGxRPpYqTDfrKNr63RA,3.5,positive
NXrIR4LoE94AQniSieINcQ,3.2857142857142856,positive
N_An6cIAS74b0Y9FSWfnqA,5.0,positive
N_t2JG-ppf6qILzTZKfYDw,2.2857142857142856,negative
Nb2BkSGHX11jw2KPrZujug,3.875,positive
NbFEl8Dc7Ernkgv5C9COFA,5.0,positive
NchMAWaULPPSaCIOT04cUA,3.9259259259259265,positive
NcifTdntnoWWzco0vKRGzA,5.0,positive
NdBnW9P0D983NaJUoqQTBA,3.9,positive
Ne7tnsbkaY21iqxEMbbs0w,3.8333333333333335,positive
Ng-AENkvdLy2jxB5v7WU_w,4.076923076923077,positive
NhYLAnTGNnXml1lqe5hGXg,2.1111111111111107,negative
Nj1S50plrXjrchoDuNT95Q,3.838709677419355,positive
NkOir65b_YAAQVlJR_zmJA,3.5405405405405403,positive
Nl-HinOTc-_ugmGUVLytVg,1.0,negative
NlP6i_gF0bAxFpcspOv46w,2.5,positive
NoNOX2S7IOK7L5Jreb1epQ,5.0,positive
