restaurantID,rating_y,average sentiments
NpLo1Blmll-0NFGGqSE4Jg,3.0,positive
Nq7YbO-1nLth0f0zUPil7g,4.666666666666667,positive
NuhY1d-Kiq8iRv5htEgiWg,3.9,positive
NusF8K3TSB6L9Vk-dbBroQ,2.0,negative
NwZzUEGRHL95dctKFfKatw,5.0,positive
Nx_RLttlJfTT-XqKWsaLfw,3.0,negative
NyQPiqSLnzDjLiniOy9OFw,3.333333333333333,negative
Ny_y0ZtDfpQaCrCRv2Wbww,2.0,negative
O-HYLW1zNV4eW7SHSXHgiw,3.0,negative
O1wEEgUbCjl_g7GdleLAEg,3.695652173913044,positive
O38yUeSZz_oal6bzi2weaw,5.0,negative
O3dJVSVviUBknHBvP4ssag,3.0,negative
O4XVNYNvqoOmiILFQosq2g,4.5,negative
O4YA80372ht8DuH5KCf5CQ,3.0,positive
O4xh1DpjTzAv_-RMGGixJg,2.5,negative
O5s6t-shpyDE9UKj8hI3nA,3.0,negative
O6_v6iAhT52cl6lhqvALDQ,5.0,negative
O8P17VtBUpqrHthrMz8XSA,3.8333333333333335,negative
OFeI0f8oZiVT7JgxnSzIPQ,5.0,positive
OI2Dt3B6o8rIqXxqYmhb4g,3.5,positive
OLA8QlkFuINvaNsGWTtL6w,2.0,negative
OLAg2LOGMz9USvA0kXsp7A,4.0,negative
OLLfV-oGGvoo9p3aShLoVw,5.0,negative
OO-PuBnfrdXlZWKCyPPiQg,4.666666666666667,positive
OQfqs2ZV376PJUfl3NsbHg,4.0,negative
OQytMuhkdIgEjHJRj83o2w,3.5384615384615383,negative
OS6B0ZacJzIloGxxzTNIyg,3.636363636363636,positive
OUI4_5SByTesLW90lRfrNA,4.5,negative
OV5FUts27nzaBRG62xnkew,3.75,negative
OXd7OTYmiNlPbJEozpIAeg,3.433333333333333,positive
OZAPEkfpd1Yx7_7hD5gD0Q,5.0,positive
OaMHdEstiLYVNAXF03pKbg,4.742857142857143,positive
Oeg5G2KeIqleLgpNxd8QnA,2.5,negative
OgMjtqiLjU0ZgCn9ur2sqA,5.0,negative
OhJDx104gjcgZcOjbMzOdA,5.0,positive
Oig0XjKrL15ZbQc-H7sWxQ,4.666666666666667,positive
OkMANGl5a9pmYQxzcTzCjw,3.0,negative
OkZACcDFWTfIEVsxxL2UJw,3.333333333333333,negative
OlTel9SyGa6i8xSZCD-gBA,3.5,negative
Oo1c0gnUeE_px5dkA7R7cQ,1.0,negative
OqJiaUUsatguZk9Hp23L5w,3.4905660377358485,positive
OqYXFlQ2V5rTwo4-IncPDA,3.294117647058824,negative
Or9sTzHKHlgoqFWnbYeUog,5.0,positive
Os0uZfW3aBIHwGOXQ06Nqg,3.0,positive
OvSWKP0cqWBFgoLWYECPdA,3.8235294117647056,positive
Ow8V77H5RcBfpbsLb3UzdA,4.153846153846153,positive
Ox13xBrEscFu-u0y-_s6dQ,5.0,positive
P-Ahhnk4q_v2bRi-IgInhg,2.0,negative
P04H0_SvD6jFKhHNAPmmGA,3.8181818181818175,negative
P0jKqaSzjQ2RtVEyWYoG-Q,3.0,negative
P1OznsV_cFEE7HwuNUqmYw,4.0,negative
P1bRHjJQ5Aj0DjioPnukwQ,5.0,positive
P1idbp-xX9AfmtGJZh8d_w,3.1428571428571432,negative
P22H1IBB7_D7_V4yfb1X-Q,3.25,negative
P4eNsoW7FBriZZzp8CBC-Q,5.0,positive
P6oH5jmzYyQ_nBkQL2kkrA,4.333333333333333,positive
P7mUpOKIOWkVB8YJqMGwnA,4.571428571428571,positive
P8Iokb6Zvqm8NUnkh2tsug,1.0,negative
PAVZtoLktglICtNeEC3S0w,5.0,positive
PC3AY-WNs_cj--GWMtccdQ,5.0,negative
PEFj4osUOBcLNMZ3XgTuOA,5.0,negative
PEqJQJZ_zgXdTFwbca1NBg,3.6666666666666665,negative
PFXXugodetysiYZXQy30Hg,5.0,positive
PIDJ2xZOUMSr0jwjLnwYkg,2.333333333333333,negative
PKn611tgOKdzSH_y0bHfjA,2.375,negative
PKtU9LxlidVbp5fnqIqnNA,2.21875,negative
PLH3YCQBa3bWgAovfUg_hw,4.666666666666667,positive
PLb6_Wi-JicaoElVmFX9_Q,5.0,negative
PMpoJogV46PMw-8D4s31Nw,3.333333333333333,negative
PNXRz2Xb6ErOUJFlAYmuaA,3.0,negative
PNZuQK_q11hMYJpPLAEa-w,3.6666666666666665,positive
PNfOk72biASBn72A-r6N2Q,1.0,negative
PPBO5Y3nfeCUrajwtoS0jw,5.0,positive
PPhu9zoFDSlBSUIOKCZYIA,2.0,negative
PQUPl5BeWejRySVgDW7bRA,2.0,negative
PR6svgjQ22Aa4ikMfIBbXg,3.0,negative
PRkIQhOr02tGuPfxBZPC1w,1.0,negative
PYMWm7Lbs9dK3gt3yCRyOQ,3.4545454545454546,positive
PaAAtXgw0IZttxuCdPSHpA,3.2,positive
PbEM37MzozCZUkn7OGADuw,5.0,negative
PdXHXwxTK7MLlSoY8z1COg,1.0,negative
PdwDmIJQ2AK-OkYTcR_XiA,1.6666666666666667,negative
PidZ26sboIS3-6CtUpNskA,4.409090909090909,negative
PjHl92MC2_ZnrKZgLmuYew,3.0,negative
PmqoIBBRjTVvlLFmuOJH1g,2.0,negative
Prt0N_cokvWKoowVIzMHCQ,3.1788617886178865,positive
PsbKctbO6DXvJRYUDHu6LA,4.4444444444444455,positive
PuRgU_HDCLeIiT97K1TM1g,5.0,positive
PxH6Jyn_QKryR9mhg3mNsg,5.0,positive
PyG0aSX3pBx0hzoSH20FnA,4.166666666666667,negative
PzVDwu3DD0AdxqMEpcPzrA,3.6,positive
Q0SHfGNfQkMhAeJQtb3TtQ,1.0,negative
Q2CwHPADFu6hdhZlo_IGDw,4.0,negative
Q2xXOVms7yBWJ_OTk25iGw,4.8,positive
Q3hTb8oN8EZkzGZek4bdNw,4.666666666666667,positive
Q6VO09SInRQf2XQJr0UZAA,4.0,negative
Q71mVyziNejHCCQpCKGmuQ,3.0,negative
Q7Pg6z6YvbAuoKH9HOcriw,4.0,positive
Q8L1vHrzMigqrixG7w3jqw,5.0,positive
Q9OM6d00YPkdtDzx0OA43w,3.0,negative
QD7vVj3b7hu0WDGWoycF1w,2.9,negative
QK6BTUNWUtoi72asmtf8ug,3.375,negative
QN84zgPFqLa1YMLz-c9cgw,1.5,negative
QOdm35MQM_9mUAoRR90omw,4.0,positive
QP1TQgqE6OE6y-MYTRhmOg,5.0,positive
QPjauTgS7Cl5Hp1jClnBBA,4.666666666666667,positive
QPtDuZATFB2n36FvwKKrGA,5.0,positive
QT6o502sCaBeox2BROtXmQ,4.818181818181818,positive
QTI2RpqzHVnUaXGeaf43hQ,4.0,positive
QUz8RUxMuXQa-rbRHYyFZA,5.0,negative
QWxVHyQqKRN4frAkbs7zUg,2.0,positive
QX78-sdwgOfC1-5fmkysmQ,4.0,negative
QXMdjZSKgLaCjk9UASv8Jw,2.0,negative
QYZe9NXlFMWxcMjk1CYJAg,2.142857142857143,negative
QZ0L5l7sRdOPEDKBdd-KwQ,5.0,positive
Q_AJcwEyHNLVrgafmPzhhQ,5.0,negative
Qbqs_-Fb1U-5Hmz44wTNNA,5.0,positive
Qbrag_BwDh9AA4PQtS3NHw,5.0,positive
Qk4nVw6ft1ZftsHNRGiFjg,1.0,negative
Qm7XFyoRlFfptCKLiRzmXQ,3.333333333333333,positive
QmUPZ_9X-_IuWTwQB92wdQ,3.8666666666666663,positive
Qn10NEhycm3k5HQoueDYSQ,4.395348837209301,positive
QnWFR5zQuLGL12EM_SZb8Q,2.0,negative
Qn_e6BhJHz25ZQA_Lw_rnA,2.75,negative
QssEag9tsennJO4o9G4ORA,5.0,positive
QtJ-jsaZ9OdmnKegbf-c4Q,4.8,positive
QvRxH2fhLNAL79TWU7a1cQ,4.25,negative
QxkepqngySoTexg29dT6wg,4.076923076923077,positive
R-oyaw0vLfWjYYJNsve4PA,4.0,positive
R0I6hk3av5Ta4bncV3y_PQ,1.0,negative
R2SCSPc-Ad1DjZMASN8Hpw,4.0,positive
R5fT-2OJvgDKrDSvIxUpvg,3.75,negative
R99YRMmzHUVjHwzfbk6xhg,3.0,positive
RHSJfL04xzFhY8pj-PGUdQ,3.5,positive
RIwTHcSGNXt_RCgMFQSYEg,4.0,positive
RPqM6hPPNytOCIqUTwAnbQ,3.4255319148936163,positive
RPycn5IL-9Lt48-c7szZfQ,5.0,positive
RQNfkPx2t9hoAzdB9TGuAw,1.0,negative
RQfQLWFjbIcSDShzFxd2iQ,3.0,positive
RTbDvRlBaKyim0MJOzEkPQ,4.285714285714286,positive
RTl5Lhh7mQ9zsSsJ2XNBUQ,1.0,negative
RVvWfw-Z4Xn3ec5NqGNSzw,3.5,negative
RWV2BINlirWBE8yrgf4QwQ,5.0,negative
RZ0mmRutISpsgXjsOPHKmQ,5.0,positive
R_VkipLvwxbacWV0mfCBNg,3.0,positive
RbtQ4evIqcs98gXUwcKjcQ,5.0,negative
Rd94o99rI5llUv_5v8pARg,3.0,negative
Rfn78iytuhwlMM6SESQkQw,2.5,negative
RiQfs8W707QyJikEw6f7Gg,4.285714285714286,positive
RiTjdRAFsGlZrfq-6a5kTQ,5.0,positive
Rk-q_iDp64dOduH2SIhEGA,3.0,negative
Rkq4ETo8ekVuH4D1naFPhQ,1.5,negative
RlbsLKwnnSbf5hwOGko3Rg,3.0,negative
RoO-4FJgw-o7tImNa6DRow,3.333333333333333,positive
RqFvqiC-PFXyFPnbQ2053Q,4.0,negative
RtL9rFDSeojjdzBdtaF7sA,3.0,negative
Rv4QDEfZUcSDPGhe9qpVvw,4.5,positive
RwkyPqEou3r2cyW76pTYPg,5.0,negative
RwtoALx1TRiOJ6R9HAv9yA,2.4,negative
RyHCk1cfXe78ViaKWm9u9A,1.0,negative
RyibVYuj7eaeYz0CTuy9_Q,3.5,negative
Rz_cQQIZF7EV_MGbM3SR8g,4.0,positive
S4oulDgpF0D3EeNiTyvsew,4.0,negative
S5Bk20D67MWN1oiotHWcSg,3.125,negative
S7p_Q0gcyTp3IPKJX8H9fw,3.7857142857142856,negative
SAtNH-9Mz6bXqyMj8y2Apg,5.0,positive
SB_6R42ClX3TgXIJ8cTBoA,4.0,positive
SExrvK5m2lNrGazPd8djAA,5.0,positive
SFt44FzF2aa0vi02rzcrhA,5.0,negative
SHLznTokduaF181dWSi9Qg,5.0,positive
SHkemXnMV9x-nHj6tIMhKQ,1.0,negative
SMriYONZRTTEXew-sM5lNQ,3.0,positive
SNMMTf9mEVzr7wvOxA8phw,3.0,positive
SNaVTMw8NsFLqMvivPDBnQ,5.0,positive
SO1UX9aM_k0_HlzKfj1vlw,4.023809523809525,positive
SOXZu-KQvL59pUFl7uVaXg,5.0,positive
STCMyWPqY0h1RAyB7JUQmw,5.0,positive
SUM4VgrmuDL36wMnJZJ27Q,1.0,negative
SZH0_zAlASYPATkEBrS5Xw,3.333333333333333,negative
SZynkhN-6s6JJeH5KNVI3g,3.4857142857142858,positive
S_9Bp4k_VhF96iHfkHmtzA,4.5,positive
S_Pyl4JcCeBUoGgDBnA7vg,2.2,negative
SeJ4OMwNIGyxVaFeKSqLNQ,3.0,negative
ShTfDR8X_equHOiCsxKK_A,3.9090909090909087,negative
Si9Z9JR__7j-96M4jrbkVA,3.0,positive
SjAqEKAV-JZ2lNWVQNqzTA,3.0,negative
SnDYzoT-KJfbA8zHd0QkBA,5.0,positive
SpXAUW7JO-MTnGh9bldtdQ,5.0,positive
Sq5r391oGGHFRLoGzhd_tQ,3.333333333333333,positive
SqCHL60FNhB5Wii7sTqiig,1.0,negative
SqS-UgJs5OXFt6OPnU-MyA,3.0,negative
Ss3QsSX2V2u3LewXUC3dVA,4.363636363636363,positive
StVQ4rlyByFYVNKagAf4iw,4.0,positive
SuKydXcEyLCKvjsPWtNLOg,3.0,positive
SugQCPP3FVPGJATlVXBVDA,3.4,positive
SvjFfDxgeXFqcAOx7-cqQA,2.5,negative
SwVZTVkNrOWdLwGW4pT7Zg,4.0,negative
SyAuNRxOIEh2txqr1I3TrQ,3.0,negative
SyiYpDeXn_P8Ty00e6_YZg,3.0,negative
Sz6fAu9T0q23BtuF_oZazA,3.0,negative
T00L5Hk6adMGRPExj7yokQ,3.333333333333333,negative
T62VKsgn7Pd3a-SC7VvWJQ,3.0,positive
T6clzPGSe05F_4GhBjoLZQ,1.0,negative
T95rX_mYNeuuKPnT4yjwzg,4.333333333333333,positive
T9F7nZUv5UzzkjD-O_yt9w,4.0,positive
T9L5SXNDiEViSa8xAuSbPg,3.5,positive
TA2QYSahJGTmEWIA2gcMIQ,4.333333333333333,positive
TA7X38Qf-DmNWZ53dGOLfQ,1.8333333333333333,negative
TABbGkcexuY-2Pw6H9aqag,3.5,negative
TB_YLyPFYsVXH-70mXIFnw,4.0,positive
TBorfMu0lPu3K2t9h8eHNA,5.0,positive
TCHaMniXmH30AGuxxmsCbg,2.6666666666666665,positive
TJEwMYhClRCpaP5FDPC7IQ,5.0,positive
TLnNYXv0jVoC8PXsyISxKg,3.071428571428572,negative
TMM9jxvRgevlfI7i296w5Q,3.0,negative
TMrvzkl2V-WuljuVIUw38A,3.6666666666666665,positive
TP8zxYve1T4_xq7mLAT-1g,3.8846153846153846,positive
TRuOOzh8903bvd2BDz0Y6w,4.5,negative
TVXRQleH5lyUS3_JSGN5zg,2.3888888888888893,negative
TXdK4HquUwcaFUlcAS0_YQ,2.25,negative
TZNJbRyQ7fkol28NGhdaUA,3.333333333333333,negative
TbwfAPvazKsEjRzuPVuuMw,4.5,positive
Tdy6sDnyu7Od2kBvlzduAA,4.290322580645161,positive
TeJGJA4_iPNMDuQUxmphHg,3.846938775510204,positive
ThKNGVMPLDPb0Rk0W_3h-A,5.0,positive
TifzFL-ytrwIKgIB-ImjhA,4.0,negative
Tk9w4X6of6fICLh1XhH2QQ,5.0,negative
Tm9zlIHztBC852tWckCSJw,5.0,positive
TnFZ52pgh39krhxACybTfA,5.0,negative
TpohC2Y7ZBxi__pJeBdvWQ,3.5,negative
Tpshj97drrUWYFFaakn8SQ,5.0,positive
TqeV7ROjFKKuT-wBgo-YpQ,5.0,negative
TrVA3e0unOPJd9rYTIPvFA,3.5,negative
TtTcERkil-sIDEnlxdaJCw,4.130434782608695,positive
TtddnYJPZ2XfrOWd_YeGRA,3.25,negative
TvJZjlowEIRmYWmuFX5cMA,4.0,positive
TyOpxjKYPIHe3ynvbfv7hg,4.0,positive
TyuFt0YnChsXNX2iEZfjlA,4.0,positive
U0fnrO6WYF1r5gyjlQqSHQ,4.25,positive
U1Kah6_jpkYj5YazJI5zWg,1.0,negative
U3YEVlLeyy-23ndHsDiZtg,1.5,negative
U4c5YEldlytVFAv9YoN7qg,3.6617647058823533,positive
U7ecpJTBwk1-pP0oWvRxfg,3.0,negative
U908GBA7_Dg36K6xy5Pm4A,4.0,positive
UAT_J_bxefTGAvwrDMdCNA,5.0,negative
UHl8doS1sLo7rbuysWEYLw,1.0,negative
UIugXjLyizW-04xYt6eaOQ,4.666666666666667,positive
UL7gq1B1dmSzZUCmAHZT0Q,2.5,negative
UQy6drXopA64YntnQEP6lA,5.0,negative
URk-ssqSZRLboWhkyEgqrQ,5.0,positive
URy7ExuIpIPcMwl1e8rYIQ,5.0,positive
USvVbLSIXK4W8bvWy1n9UQ,5.0,positive
UVxImD0Wb53x4m9l2_a6oQ,4.0,positive
UWzbpgB_FliuNsShu91FaA,1.0,negative
UY0CZg8JQjAxXcI0KcZKPQ,1.75,negative
UZkPd7jjCM1yCbzt58r8Ag,3.435643564356436,positive
Udn3-LQpLMIjIdKsCoAwrA,5.0,positive
UemlpEk8cZswbeIMsSCPaQ,1.5,positive
UfZbLzGseLLePttJbc4vNQ,1.0,negative
Ug_z8VoYfBB7clFHVCMiww,4.333333333333333,positive
UjBgNXFFxMriz5uVuLBeqA,4.0,positive
UjN2TyfuIaEG7uF8iN2kVg,5.0,positive
Ul8c5NbwfoaY8Y6pQBGmvg,5.0,positive
UlkN-441aysFRHQm_8ruVQ,4.3,positive
Unjgs_-9SoisxS_1uwhXvA,2.2,negative
UsSFDQxu7YZ134o6WoSvbw,2.0,negative
UwlPS9DSe4UxWzHmoB2pTQ,4.0,positive
UwwOeS7_HGHPvavMOaAVxw,5.0,positive
UxPKlrapQVtiivVNn93ROw,3.0,positive
UxYQ5X-pkgrj_1XK7lOyVg,4.6,positive
UyzgMkdwZNfJJNbGVayUTQ,4.888888888888889,positive
V-WJjfG_dlu0klZlR1KxqA,3.260869565217391,positive
V0SCHCKGVTZauvWgt2NncA,4.071428571428571,positive
V1SUjabXyErh9cnr9Py9Qw,3.0384615384615383,negative
V1pKsi9h_ekAzu9TzkpLxw,1.0,negative
V58umA7q3w_S8l95Me2XbQ,5.0,positive
V5m-GiauWDfzIiNedZhVfQ,4.0,positive
V8Lyk0IKRGfb6AqPVfc48A,4.533333333333333,positive
V8R15w1Sv60PNpiKKiRkNg,1.0,negative
V9rp-yT8GR834JhMTndQmQ,4.0,positive
VAim0nZXXk0ygDzJgOX7Vw,5.0,positive
VC1zx4quLpX9E_aUHYLg6g,5.0,positive
VCxI-pr1d-BomTQi09EbtQ,5.0,positive
VGUBjSh3BwFntlaAOMRgRA,2.0,negative
VIojEv4Vucr7tmgJjO_8nw,3.875,negative
VNWxBy3jYi2-pENSdKO9Vw,3.8285714285714287,negative
VNXYvgPQjKIWfUQkR9YgAw,4.0,negative
VOvLCZxR64BlreZL7Sgupg,3.25,negative
VP2cA_5oLsuF56CkenjphA,3.0526315789473686,positive
VPUiIyXHHTcIs06ca_hRSQ,3.3846153846153846,negative
VQzihROe-sNtItXvXuC0Jw,3.375,negative
VS5cB2QeF8b1N3cr_x70DA,5.0,positive
VV3we84reBfGrZMK5ZBi2g,1.8,negative
VVGGghKcu6Qx0RVoXcjcTA,5.0,negative
VVcTaBUH3cAObS5Lxsje3w,3.2,negative
VVuw6BnXEbn5RkIA3U0o-g,3.5,negative
VYXf-xHXcKMIlixNfuOIVw,3.0,negative
VZ7M9EBqURLI4n55WCI8dg,3.875,positive
VZlP2yVgnpMenROfGUTweA,4.0,positive
V_TBMUgNGoiizhECJoJtBw,4.25,positive
V_j3QJPww2NpuxX7-lqQ7A,4.0,positive
VbLi_PsOuoCeodjKzS1Lpg,4.25,positive
VcpQ3VBhHi6-E982yPByIw,4.0,positive
VeZlHqQr9_zP1DQoI3evmg,5.0,positive
VfHXAaOkhCyxoVw50bL9QA,4.5,positive
VkIQgupDqCFZorV8Ro-89A,2.9302325581395348,positive
VkT6L3bwcxV6fIDDO-b-eQ,2.6666666666666665,negative
Vks1nQMwiC5MgOb4WDRueg,3.4,positive
Vkx4SNd56wWzQzu44KtfLg,3.0,negative
Vlwc2Z_hMMtCY3gYWfIVmg,4.166666666666667,negative
Vq-EtfJGBi5oP_DWZh8gkQ,3.333333333333333,negative
VuqXyU0WDKpf5gnOz-POhw,2.75,negative
VzfiiFdGgeBWyzCDkikf7w,4.0,positive
Vzs9WS3dV3liKH7u6vJ0Mg,3.695652173913044,positive
W1IM2Axgkdw1CgPDC_523g,4.0,negative
W3IK_B3Ytlco5H1gIPJOjg,4.0,positive
W4avSLJSj6pvsFxNxtGtqw,3.2857142857142856,positive
W4l4Cb6Y_HNRy6XEAbQ3Pg,3.6,positive
W7ClJMinnw540e8CCpfBOw,1.75,positive
WAOL7-XVr0JR6DPYZTjMwA,4.4444444444444455,positive
WD7m92tWg9SK6hNlRlzu1g,5.0,positive
WE4aoSbxZwEBwIs-OU162Q,4.666666666666667,positive
WK6zxoml1MbePUJ-chT5Yw,4.0,negative
WRSA4E2sYW46nYDkdfxFEQ,1.0,negative
WRdHnwIC-OG7lp1bdnEHfg,4.0,positive
WT00rayjoQYLHqEiG0xpMQ,3.2222222222222223,positive
WV3jZ0MFmLW39Iwejj1dWg,3.0,negative
WVPNeCOOkBQxUf3IwnYvdw,3.6666666666666665,positive
W_yOReJIDokQn57OCDgtKg,2.333333333333333,negative
Wa60sCrH0Pq3-yBiSZUghQ,4.0,positive
Wb6WIQIy1NcdVF8RBbUpTg,1.6666666666666667,negative
WcP5JWvICvZ62Zqcn2Jt-g,2.5,negative
WfvODsf3KFDAkIbz0nWE-w,4.764705882352942,positive
Wi33nyqtA0WlMhQPcM_0ag,3.0,negative
Wjgjzxu2rZnGyBsVgxxQtw,3.3947368421052637,negative
WmXljaCu8zmVk46EmPKxCQ,4.0,positive
WmlFqGWjhD5un-2fftCSzA,2.0,negative
Wp0kUoHrB2tPqMogVHg8-Q,3.333333333333333,negative
WpKYEjDCxWd9eaSz-1KfJQ,4.6,positive
WqBQB68NcMAujtvg1BRlYA,3.4,positive
WrYFJZi2oM5wq--JmnQETA,4.0,negative
Wswkz8AO81f-Mr-fobL6bg,2.0,negative
WtePvxAdu3-PJxWiUYEaKw,1.0,negative
WxJcZyA9hNwAqXc0XxTPNg,4.5,positive
WxMPNzO-fafls8RYbcejnQ,5.0,negative
WxWrurWu_VzMdiSH8AHj7w,5.0,positive
WzJzucy2-SUC_A0iia8HvQ,4.0,positive
X-o5NTf1M5PQNWYwyf-8nQ,5.0,positive
X17aZqZ7-mEEzF6Me3yGcw,2.8285714285714287,negative
X3Eu87DKPlvip-GudTiV0A,5.0,positive
X3HOHEOwLmp11W4El1mbOg,5.0,negative
X756C9YKMUZyiJwvHezKgg,4.5,positive
X8q_tv4wCOgpj4tcMB8eCA,3.4,negative
X9UBPAyS5Cm_NP5cmiw-Zw,5.0,positive
X9b45JLCieATdkTgR8iJdQ,5.0,negative
XAR716AWqWhqRgM9EGDBVw,3.6666666666666665,positive
XAh7Xce30KGmL_CTCdHAhg,3.7785234899328866,positive
XECcCTdTUp_ZsTqfLgkpBw,3.5,positive
XGqbxoFN6SyuZqEoqB0HJA,3.056338028169014,negative
XHJG-SdOX8CTuBXR2zkfjg,5.0,positive
XI_lfBGaOTAJRfrPuNUJkA,3.4,negative
XIpSrV2HUaI8Hx6RDPvPEg,2.75,negative
XKBudOYze7eeNaMGzSLGnw,5.0,positive
XLWsW4PRq6xCkTCPxvW6pw,3.5,negative
XMRwc0yvLrihaknHRrivEw,5.0,positive
XNNYiOkCCt6682-Wify2Aw,3.0,positive
XO8_SWQokc2vYshjrFXdsQ,4.519230769230768,positive
XRmowD1xWdipQv-gnnlJbw,4.0,negative
XT0zLD8-J4n1DV9cfG9VjA,3.4736842105263164,positive
XWBDk6b8efnftFHWPRrchQ,5.0,positive
XZiONv7si8Np8Fm9elkLuA,5.0,positive
X_wvZHJCko4ozBUgCXDIsg,2.0,positive
XeJGQxpkh5HTQMClZSIkPA,3.882352941176471,positive
XfwVE16N60-yZTZAtKOTfw,5.0,positive
Xi4c3LQWDpAg0j_I43L6jw,3.3255813953488373,positive
XkvDWb8gRV7Ev89uaaIHSA,1.0,negative
XrGRtBuBSYweDaNIi14-aA,3.933333333333333,negative
XtVK_6dQeT34vv3iHPlPXQ,3.0,positive
XtW8l8jHcIF2HQtJszZc4A,4.5,positive
XtbB8nC5QxajqBrJOAndhg,4.0,positive
XxrOyBa-FKPFe3lHRFVPUA,3.333333333333333,negative
XyMQC5C_EkXDX-2UJxMh5Q,2.333333333333333,negative
Y1-XTmLWTqh64DIU-psY-w,4.0,positive
Y2CUf5wgjXbrCS6JJ1yViw,5.0,negative
Y4SxbOmI0X6fQFJ1FrQ5xw,2.333333333333333,negative
Y4eTFlPidWhtjo66YjoEjA,1.0,negative
YC5VXOSiMNWaBGlZRApF_A,3.0,positive
YCzOVCdwIZYNghVODpW9DA,4.142857142857143,positive
YEhLPCRlQ5K3EwHTstZBTQ,4.0,negative
YFdKl-_08qW8QlWGK8pmtg,5.0,positive
YJZq5dgpi6Q9s3PZp2Kb2A,3.0,positive
YMNXoQWp_dwrdolwPtXVeA,5.0,positive
YMSM63ZnGDW2hbb6rvr8kA,2.466666666666667,positive
YMdA_vq_5ef_Brh-F77Mbg,4.5,positive
YMtkYR-ch_QxhUIriUE_ZQ,1.0,negative
YPrETrwNzY0sbt0d0Kj6Hw,5.0,positive
YQCr87Uzy7pLfEl_vMrX4g,4.75,positive
YUseSEHT0AweZBDtskScPA,5.0,positive
YX8C1i766QwGonpvG3AUUw,2.0,negative
YYFFn2o6aoz7pxLAgJKeBw,3.0,negative
YbL_-MmSeYj_dchAP8pfiw,4.0,positive
YbS0pHDkgDNK6nZYJAclkg,1.8333333333333333,negative
Ybrm7iWefWbRQWavc2U2AA,3.8333333333333335,negative
Yc3XXRA4Maum60MD26xZ8w,5.0,negative
YcAia_dC5rsPtkaGXv47lg,5.0,positive
YcX5XgsYacg0TTd54Qs0pw,2.0,negative
YhFsaGekMZlan2kMOsR-AA,3.8666666666666663,positive
YjiAjdys_UYMvnaUmhHeoA,4.5,positive
Yo3YRZ2UqpdEko-Y7kFdZQ,5.0,positive
YoHtJZSbjECiSrISILVnjg,3.0,negative
YoKTbcjs3WaaJ9zF28HsPA,3.25,positive
Yr-B8L5u8Ndx7g07Iy6gAg,4.166666666666667,negative
Yr5icGYCYV8eusuc6635WA,2.75,negative
YrifJGcQIdL755lFNsGzCg,5.0,positive
Yse0r7-Ux-GU8tMKfPcbjw,2.5,negative
YtqW4JqN2ED19PuN7hKxFA,3.571428571428572,positive
YutcErVDZUNlOnvCJ1mY_Q,2.6153846153846154,negative
YvnntKy7hggxWxhsDX_cjQ,4.0,positive
YwHrAi0D9zQduKWE5PpWag,5.0,negative
YwsRmtubjZdAM2nvItK5sA,4.5,negative
YxMUGVzzeVx9Ft50fFMZzA,4.0,negative
YxmnCbGzkOBq-aMbNMtk_Q,4.4375,negative
Z4ZOLa1IqxSqEBPO3k8g5w,3.6666666666666665,negative
Z6HonVxKbqYD3nZRYhcqRA,4.25,positive
Z8m-SBimdynnik_dDPpAdg,4.793103448275862,positive
ZA9xyv8YZB5ZhOICjfKnLA,2.7222222222222223,negative
ZAPVbf2TD-2p_QqY2dEmvQ,5.0,negative
ZAa-R4VLr1G1InitTRSL1w,3.888888888888889,positive
ZEZeL8M5xveGFac2e-LwNw,3.8,negative
ZF1mvFRVB-K8YtBlKfRgZQ,3.4375,negative
ZGvez6TiDTYPcBpedsSxrg,2.6666666666666665,negative
ZIqeTQDb26J1dnPeHGRiLA,3.8615384615384616,positive
ZIs5aai4LUVdAKxleWkZPA,4.0,positive
ZJZIKFVvHma_BRAO1ewUKg,2.5,negative
ZNgyfLOj-JVDpj92T-ExsA,3.8288288288288284,positive
ZNlHypbOwdB0lM3kW2M-Qw,4.75,negative
ZOpJLgBpOVqLnLwKKnhu1Q,4.5,positive
ZQH3KPgeEfK3Ss0qW4PmiA,5.0,positive
ZR2i4lzgFiHTv0XQJ0t79g,4.090909090909091,positive
ZSRWjPCJsWwsKIX_rmHjCA,3.0,positive
ZSUWhcLoo-aIPBDoMKw_vQ,3.86,positive
ZVJmr7WODht8i2QCV0WEfQ,3.0,negative
ZXQxq9Xa-bveIrpwp_ZOAw,3.125,negative
ZZMN6y68ZTeMuQWLwon0xg,3.0,positive
Z_KBq9RqMGIL4B7f6R4cDA,4.2,positive
Z_p8HBbNRrxgGl3AcxbGtQ,1.0,negative
ZeYu47ftamZ6m7aYCcwSMA,2.0,negative
Zgq49-P9TcJvYA9ifBtwzQ,1.8333333333333333,negative
ZiusSbHw7xRxTcWF1eoVWg,3.0,negative
Zk5CeCixOqNC8XVmAfgGwQ,5.0,negative
Zkx2yhDQe3ATFJU4LQAJ7A,1.0,negative
Zlbo7Xps4G3xL5n4vRTCjA,4.25,positive
Zmf8wjsKeHZ9ZR538mcl4Q,5.0,positive
Zn-761btjt8tK9_VxxKkXw,1.0,negative
Znh7M5TaQHk3vGDCIY2U9w,4.0,negative
ZoyYOGZ1Ju1oslnqfLieiQ,5.0,positive
