Year,Business Type,Business Name,address,Has Tobacco License,Has Liquor License,Crime Type,#Crimes,#Arrests,#On Premises
2001,Restaurant,Custom House Tavern,500 s dearborn st ,False,True,BURGLARY,307,25,1
2001,Restaurant,Potbelly's Sandwich Works,542 s dearborn st ,False,False,BURGLARY,307,25,1
2001,Restaurant,Trattoria Caterina,616 s dearborn st ,False,False,BURGLARY,306,24,2
2001,Restaurant,Standing Room Only,610 s dearborn st ,False,False,BURGLARY,306,24,2
2001,Restaurant,Amarit Thai Restaurant,600 s dearborn st ,False,False,BURGLARY,306,24,2
2001,Restaurant,Taste of Siam Inc,600 s dearborn st ,False,False,BURGLARY,306,24,2
2001,Restaurant,Nicola's Pizzeria,400 s financial pl ,False,False,BURGLARY,294,24,1
2001,Restaurant,Bionda To Go,400 s financial pl ,False,False,BURGLARY,294,24,1
2001,Restaurant,Finkls Deli,400 s financial pl ,False,False,BURGLARY,294,24,1
2001,Restaurant,Skrine Chops,400 s financial pl ,False,False,BURGLARY,294,24,1
2001,Restaurant,Pat's Pizzeria,628 s clark st ,False,False,BURGLARY,280,24,3
2001,Restaurant,Villains Bar and Grill,649 s clark st ,False,False,BURGLARY,280,24,3
2001,Restaurant,Wow Bao,225 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Bennigan's,225 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Caffe Baci,225 w wacker dr ,False,False,BURGLARY,272,24,1
2001,Restaurant,Wow Bow,225 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Ponte Fresco,225 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Alonti Cafe,225 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,School,G Skin and Beauty Institute,200 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,China Grill,230 n michigan ave ,True,True,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Vista Carry Out,233 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,The Great Steak & Potato Company,233 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Fresh Choice,233 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Grocery,Rise N Roll Amish Market,233 n michigan ave ,False,False,DECEPTIVE PRACTICE,272,474,1
2001,Restaurant,Palm Restaurant,323 e wacker dr ,True,False,DECEPTIVE PRACTICE,269,394,3
2001,Restaurant,Hackney's Printers' Row,733 s dearborn st ,False,False,BURGLARY,262,20,4
2001,Restaurant,Flaco's Tacos,725 s dearborn st ,False,True,BURGLARY,262,20,4
2001,Restaurant,Cafe Mediterra,728 s dearborn st ,False,False,BURGLARY,262,20,4
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,DECEPTIVE PRACTICE,261,129,3
2001,Restaurant,Cosi,230 w monroe st ,False,False,CRIMINAL TRESPASS,248,319,1
2001,Restaurant,Bon Appetit,227 w monroe st ,False,True,CRIMINAL TRESPASS,248,319,1
2001,Restaurant,Jersey Mike's Subs,200 w monroe st ,False,False,CRIMINAL TRESPASS,248,319,1
2001,Restaurant,Oriental Express,233 e wacker dr ,False,False,DECEPTIVE PRACTICE,246,381,4
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Mezza,181 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,DECEPTIVE PRACTICE,245,70,3
2001,Restaurant,Delmonico,111 w washington st ,False,False,DECEPTIVE PRACTICE,242,87,2
2001,Restaurant,BomBon 4,170 w washington st ,False,False,DECEPTIVE PRACTICE,242,87,2
2001,Restaurant,Ruby of Siam,170 w washington st ,False,False,DECEPTIVE PRACTICE,242,87,2
2001,Restaurant,Cardozo's Pub,170 w washington st ,True,False,DECEPTIVE PRACTICE,242,87,2
2001,Restaurant,Spa Cafe,112 w monroe st ,False,False,DECEPTIVE PRACTICE,241,68,4
2001,Restaurant,I Dream of Falafel,112 w monroe st ,False,False,DECEPTIVE PRACTICE,241,68,4
2001,Restaurant,Pret A Manger,211 w adams st ,False,False,DECEPTIVE PRACTICE,238,64,2
2001,Restaurant,Sopraffina Marketcaffe,222 w adams st ,False,False,DECEPTIVE PRACTICE,238,64,2
2001,Restaurant,Sbarro,211 w adams st ,False,False,DECEPTIVE PRACTICE,238,64,2
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,DECEPTIVE PRACTICE,233,371,4
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,CRIMINAL TRESPASS,231,309,5
2001,Restaurant,Cosi,230 w monroe st ,False,False,DECEPTIVE PRACTICE,226,63,2
2001,Restaurant,Bon Appetit,227 w monroe st ,False,True,DECEPTIVE PRACTICE,226,63,2
2001,Restaurant,Jersey Mike's Subs,200 w monroe st ,False,False,DECEPTIVE PRACTICE,226,63,2
2001,Restaurant,Sixty Five Chinese Restaurant,201 w madison st ,False,False,DECEPTIVE PRACTICE,225,65,1
2001,Restaurant,Dunkin' Donuts,201 w madison st ,False,False,DECEPTIVE PRACTICE,225,65,1
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,DECEPTIVE PRACTICE,223,68,1
2001,Restaurant,Delmonico,111 w washington st ,False,False,CRIMINAL TRESPASS,219,297,1
2001,Restaurant,BomBon 4,170 w washington st ,False,False,CRIMINAL TRESPASS,219,297,1
2001,Restaurant,Ruby of Siam,170 w washington st ,False,False,CRIMINAL TRESPASS,219,297,1
2001,Restaurant,Cardozo's Pub,170 w washington st ,True,False,CRIMINAL TRESPASS,219,297,1
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Mezza,181 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,CRIMINAL TRESPASS,218,297,2
2001,Restaurant,Indian Express,120 n wells st ,False,False,DECEPTIVE PRACTICE,217,73,10
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,DECEPTIVE PRACTICE,217,73,10
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,DECEPTIVE PRACTICE,217,73,10
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,DECEPTIVE PRACTICE,217,73,10
2001,Restaurant,Curried Loop,171 n wells st ,False,False,DECEPTIVE PRACTICE,217,73,10
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,DECEPTIVE PRACTICE,217,73,10
2001,Grocery,Bockwinkel's,222 n columbus dr ,True,False,CRIMINAL TRESPASS,215,282,1
2001,Restaurant,Cellars Market,141 w jackson blvd ,False,False,DECEPTIVE PRACTICE,214,62,1
2001,Restaurant,Sixty Five Chinese Restaurant,201 w madison st ,False,False,CRIMINAL TRESPASS,214,310,3
2001,Restaurant,Ceres Cafe,141 w jackson blvd ,False,False,DECEPTIVE PRACTICE,214,62,1
2001,Restaurant,65 Asian Kitchen,111 w jackson blvd ,False,False,DECEPTIVE PRACTICE,214,62,1
2001,Restaurant,Dunkin' Donuts,201 w madison st ,False,False,CRIMINAL TRESPASS,214,310,3
2001,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,DECEPTIVE PRACTICE,212,54,3
2001,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,DECEPTIVE PRACTICE,212,54,3
2001,Restaurant,South Branch,100 s wacker dr ,False,False,DECEPTIVE PRACTICE,212,54,3
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,DECEPTIVE PRACTICE,209,55,4
2001,Restaurant,Indian Express,120 n wells st ,False,False,CRIMINAL TRESPASS,209,280,3
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,DECEPTIVE PRACTICE,209,55,4
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,DECEPTIVE PRACTICE,209,55,4
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,CRIMINAL TRESPASS,209,280,3
2001,Restaurant,Potbelly Sandwich Works,303 w madison st ,False,False,DECEPTIVE PRACTICE,209,59,1
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,DECEPTIVE PRACTICE,209,55,4
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,CRIMINAL TRESPASS,209,280,3
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,DECEPTIVE PRACTICE,209,55,4
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,CRIMINAL TRESPASS,209,280,3
2001,Restaurant,Curried Loop,171 n wells st ,False,False,CRIMINAL TRESPASS,209,280,3
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,CRIMINAL TRESPASS,209,280,3
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,CRIMINAL TRESPASS,209,367,1
2001,Restaurant,The Metropolitan Club,233 s wacker dr ,False,False,DECEPTIVE PRACTICE,208,59,2
2001,Restaurant,Venice Cafe,233 s wacker dr ,False,False,DECEPTIVE PRACTICE,208,59,2
2001,Restaurant,Currents on the River,200 s wacker dr ,False,False,DECEPTIVE PRACTICE,208,59,2
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,CRIMINAL TRESPASS,205,369,2
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,CRIMINAL TRESPASS,205,369,2
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,CRIMINAL TRESPASS,205,369,2
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,CRIMINAL TRESPASS,205,369,2
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,CRIMINAL TRESPASS,205,369,2
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,CRIMINAL TRESPASS,204,268,1
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,CRIMINAL TRESPASS,204,268,1
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,CRIMINAL TRESPASS,204,268,1
2001,Restaurant,Around the Corner,325 s franklin st ,False,False,CRIMINAL TRESPASS,201,364,1
2001,Restaurant,Pockets,329 s franklin st ,False,False,CRIMINAL TRESPASS,201,364,1
2001,Restaurant,I Dream Of Falafel,331 s franklin st ,False,False,CRIMINAL TRESPASS,201,364,1
2001,Restaurant,Petra Cafe,331 s franklin st ,False,False,CRIMINAL TRESPASS,201,364,1
2001,Restaurant,Quiznos,333 s franklin st ,False,False,CRIMINAL TRESPASS,201,364,1
2001,Restaurant,The Metropolitan Club,233 s wacker dr ,False,False,CRIMINAL TRESPASS,200,369,3
2001,Restaurant,Venice Cafe,233 s wacker dr ,False,False,CRIMINAL TRESPASS,200,369,3
2001,Restaurant,Currents on the River,200 s wacker dr ,False,False,CRIMINAL TRESPASS,200,369,3
2001,Restaurant,Custom House Tavern,500 s dearborn st ,False,True,DECEPTIVE PRACTICE,198,56,4
2001,Restaurant,Potbelly's Sandwich Works,542 s dearborn st ,False,False,DECEPTIVE PRACTICE,198,56,4
2001,Restaurant,Billy Goat Tavern & Grill,330 s wells st ,True,False,DECEPTIVE PRACTICE,196,51,1
2001,Restaurant,Lai Lai Oriental Express,330 s wells st ,False,False,DECEPTIVE PRACTICE,196,51,1
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,DECEPTIVE PRACTICE,193,67,4
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,DECEPTIVE PRACTICE,193,67,4
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,DECEPTIVE PRACTICE,193,67,4
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,DECEPTIVE PRACTICE,191,59,2
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,DECEPTIVE PRACTICE,191,59,2
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,DECEPTIVE PRACTICE,191,59,2
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,DECEPTIVE PRACTICE,191,59,2
2001,Restaurant,Palm Restaurant,323 e wacker dr ,True,False,CRIMINAL TRESPASS,189,212,1
2001,Restaurant,Nicola's Pizzeria,400 s financial pl ,False,False,CRIMINAL TRESPASS,188,484,1
2001,Restaurant,Bionda To Go,400 s financial pl ,False,False,CRIMINAL TRESPASS,188,484,1
2001,Restaurant,Finkls Deli,400 s financial pl ,False,False,CRIMINAL TRESPASS,188,484,1
2001,Restaurant,Skrine Chops,400 s financial pl ,False,False,CRIMINAL TRESPASS,188,484,1
2001,Restaurant,Billy Goat Tavern & Grill,330 s wells st ,True,False,CRIMINAL TRESPASS,187,342,1
2001,Restaurant,Lai Lai Oriental Express,330 s wells st ,False,False,CRIMINAL TRESPASS,187,342,1
2001,Restaurant,Trattoria Caterina,616 s dearborn st ,False,False,DECEPTIVE PRACTICE,185,52,1
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,CRIMINAL TRESPASS,185,481,2
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,CRIMINAL TRESPASS,185,481,2
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,CRIMINAL TRESPASS,185,481,2
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,CRIMINAL TRESPASS,185,481,2
2001,Restaurant,Standing Room Only,610 s dearborn st ,False,False,DECEPTIVE PRACTICE,185,52,1
2001,Restaurant,Amarit Thai Restaurant,600 s dearborn st ,False,False,DECEPTIVE PRACTICE,185,52,1
2001,Restaurant,Taste of Siam Inc,600 s dearborn st ,False,False,DECEPTIVE PRACTICE,185,52,1
2001,Restaurant,Freshii,311 s wacker dr ,False,False,DECEPTIVE PRACTICE,184,48,3
2001,Restaurant,Pazzo's @ 311,311 s wacker dr ,False,False,DECEPTIVE PRACTICE,184,48,3
2001,Restaurant,Pat's Pizzeria,628 s clark st ,False,False,DECEPTIVE PRACTICE,178,52,2
2001,Restaurant,Villains Bar and Grill,649 s clark st ,False,False,DECEPTIVE PRACTICE,178,52,2
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,CRIMINAL TRESPASS,174,182,1
2001,Restaurant,Buddy Guy's Legends,700 s wabash ave ,False,False,DECEPTIVE PRACTICE,164,51,1
2001,Restaurant,Chen's Chinese Express,201 n clark st ,False,False,DECEPTIVE PRACTICE,160,68,7
2001,Restaurant,Toro Sushi Express,201 n clark st ,False,False,DECEPTIVE PRACTICE,160,68,7
2001,Restaurant,Green Apple,201 n clark st ,False,False,DECEPTIVE PRACTICE,160,68,7
2001,Restaurant,Jaffa Bakery,201 n clark st ,False,False,DECEPTIVE PRACTICE,160,68,7
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,CRIMINAL TRESPASS,157,171,1
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,CRIMINAL TRESPASS,157,171,1
2001,Restaurant,Rosie's Cafe & Catering,111 n canal st ,False,False,DECEPTIVE PRACTICE,152,57,2
2001,Restaurant,Taza,176 n franklin st ,False,False,DECEPTIVE PRACTICE,146,56,2
2001,Restaurant,Dagwood's Sandwich Factory,162 n franklin st ,False,False,DECEPTIVE PRACTICE,146,56,2
2001,Restaurant,Goodwin's,175 n franklin st ,False,False,DECEPTIVE PRACTICE,146,56,2
2001,Restaurant,Chickadilly's Charhouse,176 n franklin st ,False,False,DECEPTIVE PRACTICE,146,56,2
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,DECEPTIVE PRACTICE,144,55,2
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,DECEPTIVE PRACTICE,144,55,2
2001,Restaurant,Trattoria Caterina,616 s dearborn st ,False,False,CRIMINAL TRESPASS,142,443,1
2001,Restaurant,Standing Room Only,610 s dearborn st ,False,False,CRIMINAL TRESPASS,142,443,1
2001,Restaurant,Amarit Thai Restaurant,600 s dearborn st ,False,False,CRIMINAL TRESPASS,142,443,1
2001,Restaurant,Taste of Siam Inc,600 s dearborn st ,False,False,CRIMINAL TRESPASS,142,443,1
2001,Restaurant,The Green at Grant Park,352 e monroe st ,False,False,WEAPONS VIOLATION,140,122,1
2001,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,WEAPONS VIOLATION,139,119,1
2001,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,WEAPONS VIOLATION,139,119,1
2001,Restaurant,South Branch,100 s wacker dr ,False,False,WEAPONS VIOLATION,139,119,1
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,WEAPONS VIOLATION,135,114,1
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,WEAPONS VIOLATION,135,114,1
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,WEAPONS VIOLATION,135,114,1
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,WEAPONS VIOLATION,135,114,1
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,WEAPONS VIOLATION,135,114,1
2001,Restaurant,Hackney's Printers' Row,733 s dearborn st ,False,False,CRIMINAL TRESPASS,132,289,1
2001,Restaurant,Flaco's Tacos,725 s dearborn st ,False,True,CRIMINAL TRESPASS,132,289,1
2001,Restaurant,Cafe Mediterra,728 s dearborn st ,False,False,CRIMINAL TRESPASS,132,289,1
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,WEAPONS VIOLATION,126,124,1
2001,Restaurant,Caffe Baci,225 w wacker dr ,False,False,DECEPTIVE PRACTICE,122,52,2
2001,Restaurant,Caffe Baci,225 w wacker dr ,False,False,CRIMINAL TRESPASS,121,105,1
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,WEAPONS VIOLATION,120,98,1
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,WEAPONS VIOLATION,120,98,1
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,WEAPONS VIOLATION,120,98,1
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,WEAPONS VIOLATION,120,98,1
2001,Grocery,Bockwinkel's,222 n columbus dr ,True,False,PROSTITUTION,73,98,1
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,PROSTITUTION,73,98,1
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,PROSTITUTION,73,98,1
2001,Restaurant,Petterino's,150 n dearborn st ,False,False,CRIM SEXUAL ASSAULT,72,10,1
2001,Restaurant,Spa Cafe,112 w monroe st ,False,False,PUBLIC PEACE VIOLATION,71,22,2
2001,Restaurant,I Dream of Falafel,112 w monroe st ,False,False,PUBLIC PEACE VIOLATION,71,22,2
2001,Restaurant,Subway,125 s clark st ,False,False,PUBLIC PEACE VIOLATION,69,20,1
2001,Restaurant,Palm Restaurant,323 e wacker dr ,True,False,PUBLIC PEACE VIOLATION,66,28,1
2001,Restaurant,Protein Bar,221 w washington st ,False,False,OFFENSE INVOLVING CHILDREN,64,18,1
2001,Restaurant,Med Kitchen,219 w washington st ,False,False,OFFENSE INVOLVING CHILDREN,64,18,1
2001,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,61,16,1
2001,Restaurant,Au Bon Pain Company,181 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,61,16,1
2001,Restaurant,Bacci Pizzeria,105 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Davino's Little Pompei,181 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Mezza,181 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Mac Kelly's Greens & Things,123 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,South Branch,100 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,61,16,1
2001,Restaurant,Roma Pizza,105 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Marquette Inn No 4 Restaurant,135 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Banh Mi Express Sandwiches,105 w madison st ,False,False,PUBLIC PEACE VIOLATION,61,19,1
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,PUBLIC PEACE VIOLATION,60,18,1
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,CRIM SEXUAL ASSAULT,58,5,1
2001,Restaurant,Pizzahut Express,225 s canal st ,False,False,PUBLIC PEACE VIOLATION,58,18,1
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,CRIM SEXUAL ASSAULT,58,5,1
2001,Restaurant,Burrito Beach,210 s canal st ,False,False,PUBLIC PEACE VIOLATION,58,18,1
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,CRIM SEXUAL ASSAULT,58,5,1
2001,Restaurant,Robinson's No 1 Ribs,225 s canal st ,False,False,PUBLIC PEACE VIOLATION,58,18,1
2001,Restaurant,The Metropolitan Club,233 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,58,19,2
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,CRIM SEXUAL ASSAULT,58,5,1
2001,Restaurant,Nino Paninos,225 s canal st ,False,False,PUBLIC PEACE VIOLATION,58,18,1
2001,Restaurant,Venice Cafe,233 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,58,19,2
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,CRIM SEXUAL ASSAULT,58,5,1
2001,Restaurant,Metro Deli & Cafe,210 s canal st ,True,False,PUBLIC PEACE VIOLATION,58,18,1
2001,Restaurant,Currents on the River,200 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,58,19,2
2001,Restaurant,Around the Corner,325 s franklin st ,False,False,PUBLIC PEACE VIOLATION,55,18,2
2001,Restaurant,Pockets,329 s franklin st ,False,False,PUBLIC PEACE VIOLATION,55,18,2
2001,Restaurant,I Dream Of Falafel,331 s franklin st ,False,False,PUBLIC PEACE VIOLATION,55,18,2
2001,Restaurant,Petra Cafe,331 s franklin st ,False,False,PUBLIC PEACE VIOLATION,55,18,2
2001,Restaurant,Quiznos,333 s franklin st ,False,False,PUBLIC PEACE VIOLATION,55,18,2
2001,Restaurant,Indian Express,120 n wells st ,False,False,PUBLIC PEACE VIOLATION,54,21,1
2001,Restaurant,Off the Tracks Grill,190 n wells st ,False,False,PUBLIC PEACE VIOLATION,54,21,1
2001,Restaurant,Sixty Five Chinese Restaurants,176 n wells st ,False,False,PUBLIC PEACE VIOLATION,54,21,1
2001,Restaurant,Bombay Wraps,122 n wells st ,False,False,PUBLIC PEACE VIOLATION,54,21,1
2001,Restaurant,Curried Loop,171 n wells st ,False,False,PUBLIC PEACE VIOLATION,54,21,1
2001,Restaurant,Pierogi Heaven,169 n wells st ,False,False,PUBLIC PEACE VIOLATION,54,21,1
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,PUBLIC PEACE VIOLATION,52,19,2
2001,Restaurant,Freshii,311 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,49,14,1
2001,Restaurant,Pazzo's @ 311,311 s wacker dr ,False,False,PUBLIC PEACE VIOLATION,49,14,1
2001,Restaurant,Custom House Tavern,500 s dearborn st ,False,True,PUBLIC PEACE VIOLATION,48,18,1
2001,Restaurant,Potbelly Sandwich Works,303 w madison st ,False,False,GAMBLING,48,49,1
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,PUBLIC PEACE VIOLATION,48,18,1
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,PUBLIC PEACE VIOLATION,48,18,1
2001,Restaurant,Potbelly's Sandwich Works,542 s dearborn st ,False,False,PUBLIC PEACE VIOLATION,48,18,1
2001,Restaurant,Native Foods Cafe,218 s clark st ,False,False,SEX OFFENSE,43,20,1
2001,Restaurant,Tokyo Lunch Boxes & Catering,111 e wacker dr ,False,False,CRIM SEXUAL ASSAULT,39,6,1
2001,Restaurant,Pret A Manger,211 w adams st ,False,False,SEX OFFENSE,39,19,1
2001,Restaurant,Sopraffina Marketcaffe,222 w adams st ,False,False,SEX OFFENSE,39,19,1
2001,Restaurant,Sbarro,211 w adams st ,False,False,SEX OFFENSE,39,19,1
2001,Restaurant,Harry's Sandwich Shop,336 s dearborn st ,False,False,SEX OFFENSE,39,16,1
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,GAMBLING,29,30,1
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,GAMBLING,29,30,1
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,GAMBLING,29,30,1
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,GAMBLING,29,30,1
2001,Restaurant,Oriental Express,233 e wacker dr ,False,False,LIQUOR LAW VIOLATION,27,29,1
2001,Restaurant,Rosie's Cafe & Catering,111 n canal st ,False,False,SEX OFFENSE,27,8,1
2001,Restaurant,Mixed Greens,223 w lake st ,False,False,SEX OFFENSE,25,8,1
2001,Restaurant,Salad Spinners,223 w lake st ,False,False,SEX OFFENSE,25,8,1
2001,Restaurant,Palm Restaurant,323 e wacker dr ,True,False,HOMICIDE,16,14,1
2001,Restaurant,Americana Submarine,400 s clark st ,True,False,LIQUOR LAW VIOLATION,15,18,1
2001,Restaurant,Coco's Famous Deep Fried Lobster,426 s clark st ,False,False,LIQUOR LAW VIOLATION,15,18,1
2001,Restaurant,Shark's Fish & Chicken,420 s clark st ,False,False,LIQUOR LAW VIOLATION,15,18,1
2001,Restaurant,Micky's Chicken & Fish,408 s clark st ,False,False,LIQUOR LAW VIOLATION,15,18,1
2001,Restaurant,Pat's Pizzeria,628 s clark st ,False,False,LIQUOR LAW VIOLATION,12,15,1
2001,Restaurant,Villains Bar and Grill,649 s clark st ,False,False,LIQUOR LAW VIOLATION,12,15,1
2001,Restaurant,Subway,125 s clark st ,False,False,INTIMIDATION,10,0,1
2001,Restaurant,Marcello's Market & Deli,155 n wacker dr ,False,False,INTIMIDATION,9,1,1
2001,Restaurant,Sushi Sai,123 n wacker dr ,False,False,INTIMIDATION,9,1,1
2001,Restaurant,Specialty's Cafe & Bakery,191 n wacker dr ,False,False,INTIMIDATION,9,1,1
2002,Restaurant,au bon pain,122 s michigan ave ,False,False,BATTERY,2414,785,4
2002,Restaurant,Au Bon Pain,125 s wacker dr ,False,False,BATTERY,2274,723,3
2002,Restaurant,Townhouse Restaurant & Wine Bar,111 s wacker dr ,False,False,BATTERY,2274,723,3
